po_id,supplier_id,product_id,warehouse_id,quantity,order_date,expected_delivery_date,actual_delivery_date,status
PO0098509,SUP0123,PRD03488,WH003,2382,4/9/2023,5/3/2023,5/4/2023,Delivered
PO0098510,SUP0366,PRD00345,WH020,2108,10/5/2025,10/15/2025,10/17/2025,Delivered
PO0098511,SUP0925,PRD07776,WH004,4295,9/9/2024,9/17/2024,,Cancelled
PO0098512,SUP0857,PRD00751,WH011,1849,6/17/2024,7/5/2024,7/8/2024,Delivered
PO0098513,SUP0297,PRD00687,WH032,3342,2/3/2024,2/20/2024,2/23/2024,Delivered
PO0098514,SUP0272,PRD03662,WH037,3971,9/10/2025,10/1/2025,9/29/2025,Delivered
PO0098515,SUP0046,PRD03637,WH013,347,5/15/2026,6/13/2026,6/27/2026,Delayed
PO0098516,SUP0584,PRD05979,WH006,4640,9/6/2024,9/20/2024,9/23/2024,Delivered
PO0098517,SUP0804,PRD06538,WH018,4543,7/4/2025,7/12/2025,,Cancelled
PO0098518,SUP0527,PRD07332,WH019,4519,6/7/2023,6/30/2023,,Pending
PO0098519,SUP0976,PRD09154,WH029,305,7/31/2025,8/10/2025,8/12/2025,Delivered
PO0098520,SUP0613,PRD08905,WH030,1562,10/19/2023,11/14/2023,11/17/2023,Delivered
PO0098521,SUP0975,PRD04556,WH020,3905,7/15/2025,7/23/2025,7/25/2025,Delivered
PO0098522,SUP0889,PRD06706,WH029,2190,4/5/2026,5/3/2026,,Pending
PO0098523,SUP0560,PRD02909,WH026,1451,4/6/2024,4/9/2024,4/17/2024,Delayed
PO0098524,SUP0958,PRD03721,WH024,1932,7/23/2023,7/29/2023,7/27/2023,Delivered
PO0098525,SUP0490,PRD06277,WH009,672,3/12/2025,4/10/2025,4/10/2025,Delivered
PO0098526,SUP0730,PRD05341,WH044,3458,10/19/2025,11/18/2025,11/19/2025,Delivered
PO0098527,SUP0292,PRD03778,WH036,432,2/28/2026,3/12/2026,,Pending
PO0098528,SUP0365,PRD05110,WH002,2780,5/25/2025,6/10/2025,6/11/2025,Delivered
PO0098529,SUP0054,PRD00983,WH043,1790,8/22/2025,9/20/2025,,Pending
PO0098530,SUP0610,PRD03319,WH046,4523,2/26/2025,3/23/2025,3/23/2025,Delivered
PO0098531,SUP0088,PRD05219,WH002,2276,1/18/2025,2/13/2025,,In Transit
PO0098532,SUP0805,PRD04205,WH026,4440,6/10/2024,6/22/2024,6/25/2024,Delivered
PO0098533,SUP0444,PRD06126,WH050,3908,3/17/2026,3/20/2026,,In Transit
PO0098534,SUP0131,PRD02925,WH039,4772,11/9/2024,11/16/2024,11/19/2024,Delivered
PO0098535,SUP0608,PRD04271,WH017,4557,10/1/2024,10/10/2024,10/16/2024,Delayed
PO0098536,SUP0050,PRD00892,WH038,388,7/7/2023,7/20/2023,7/21/2023,Delivered
PO0098537,SUP0562,PRD08392,WH045,4219,8/14/2024,8/20/2024,8/22/2024,Delivered
PO0098538,SUP0471,PRD06951,WH032,189,3/11/2026,3/18/2026,,Cancelled
PO0098539,SUP0216,PRD07460,WH043,3176,5/7/2024,5/27/2024,6/10/2024,Delayed
PO0098540,SUP0266,PRD05695,WH018,2514,11/22/2024,11/25/2024,,In Transit
PO0098541,SUP0311,PRD00244,WH033,1327,4/1/2023,4/9/2023,4/7/2023,Delivered
PO0098542,SUP0852,PRD02771,WH028,4658,9/19/2024,9/27/2024,9/30/2024,Delivered
PO0098543,SUP0403,PRD07163,WH031,1985,1/5/2024,1/23/2024,,Cancelled
PO0098544,SUP0112,PRD08766,WH040,4328,3/9/2025,3/17/2025,3/18/2025,Delivered
PO0098545,SUP0522,PRD02896,WH035,4619,10/3/2023,10/26/2023,10/24/2023,Delivered
PO0098546,SUP0086,PRD04240,WH044,2520,2/6/2024,2/18/2024,2/16/2024,Delivered
PO0098547,SUP0135,PRD06027,WH023,825,9/5/2024,9/25/2024,,In Transit
PO0098548,SUP0287,PRD08349,WH011,1208,6/12/2025,7/2/2025,7/3/2025,Delivered
PO0098549,SUP0018,PRD00742,WH039,3682,2/15/2023,2/25/2023,2/28/2023,Delivered
PO0098550,SUP0545,PRD09660,WH008,1331,2/12/2026,3/11/2026,,Pending
PO0098551,SUP0676,PRD07145,WH009,4859,2/2/2024,2/23/2024,2/22/2024,Delivered
PO0098552,SUP0843,PRD03213,WH043,1866,12/5/2025,12/17/2025,12/15/2025,Delivered
PO0098553,SUP0584,PRD07953,WH001,2292,1/25/2026,2/13/2026,,In Transit
PO0098554,SUP0782,PRD05949,WH029,567,1/17/2026,1/27/2026,,Cancelled
PO0098555,SUP0790,PRD03096,WH047,3575,1/15/2025,2/7/2025,2/5/2025,Delivered
PO0098556,SUP0078,PRD05072,WH024,3666,4/20/2026,5/2/2026,5/1/2026,Delivered
PO0098557,SUP0419,PRD02897,WH003,4722,9/7/2024,10/7/2024,10/16/2024,Delayed
PO0098558,SUP0142,PRD02526,WH025,1022,4/5/2026,5/2/2026,5/1/2026,Delivered
PO0098559,SUP0233,PRD04845,WH047,3004,7/22/2025,8/15/2025,8/16/2025,Delivered
PO0098560,SUP0066,PRD05803,WH005,1493,8/21/2025,9/6/2025,9/7/2025,Delivered
PO0098561,SUP0644,PRD03612,WH043,4105,10/14/2023,11/10/2023,11/11/2023,Delivered
PO0098562,SUP0525,PRD02016,WH017,3507,3/11/2025,3/13/2025,,In Transit
PO0098563,SUP0398,PRD08012,WH009,1360,12/1/2023,12/23/2023,12/31/2023,Delayed
PO0098564,SUP0867,PRD00851,WH044,2082,8/2/2025,8/21/2025,8/23/2025,Delivered
PO0098565,SUP0392,PRD04369,WH008,1631,5/31/2025,6/15/2025,6/18/2025,Delivered
PO0098566,SUP0166,PRD03590,WH046,3885,9/18/2023,9/25/2023,9/23/2023,Delivered
PO0098567,SUP0002,PRD06208,WH012,1780,5/28/2026,6/9/2026,6/11/2026,Delivered
PO0098568,SUP0828,PRD04660,WH045,1236,10/6/2023,10/8/2023,10/10/2023,Delivered
PO0098569,SUP0736,PRD06458,WH002,3174,9/8/2023,9/17/2023,9/20/2023,Delivered
PO0098570,SUP0492,PRD02562,WH016,1565,6/7/2023,6/29/2023,6/30/2023,Delivered
PO0098571,SUP0425,PRD03975,WH042,3707,12/18/2025,1/14/2026,1/14/2026,Delivered
PO0098572,SUP0978,PRD02315,WH038,3320,3/31/2025,4/10/2025,4/13/2025,Delivered
PO0098573,SUP0073,PRD03776,WH020,1593,6/15/2025,7/4/2025,,Cancelled
PO0098574,SUP0773,PRD00071,WH016,3390,2/9/2025,3/9/2025,3/8/2025,Delivered
PO0098575,SUP0173,PRD06294,WH002,2781,10/1/2024,10/18/2024,,Cancelled
PO0098576,SUP0694,PRD03961,WH041,859,2/22/2026,3/4/2026,3/7/2026,Delivered
PO0098577,SUP0105,PRD05223,WH006,2914,12/29/2023,1/27/2024,,Cancelled
PO0098578,SUP0284,PRD01348,WH040,2087,3/30/2026,4/19/2026,4/20/2026,Delivered
PO0098579,SUP0752,PRD01917,WH042,1373,11/12/2023,12/7/2023,12/10/2023,Delivered
PO0098580,SUP0825,PRD05454,WH042,1167,6/7/2023,6/27/2023,6/27/2023,Delivered
PO0098581,SUP0520,PRD07368,WH013,941,7/18/2024,8/4/2024,,Pending
PO0098582,SUP0135,PRD07032,WH040,4368,7/9/2023,7/21/2023,7/26/2023,Delayed
PO0098583,SUP0884,PRD02247,WH015,1967,2/13/2025,2/28/2025,,In Transit
PO0098584,SUP0998,PRD04180,WH014,2666,2/26/2025,3/8/2025,3/10/2025,Delivered
PO0098585,SUP0471,PRD07048,WH027,4297,5/17/2023,5/26/2023,5/26/2023,Delivered
PO0098586,SUP0898,PRD04707,WH049,4492,9/22/2024,10/9/2024,,Cancelled
PO0098587,SUP0106,PRD03743,WH038,1650,7/17/2025,8/7/2025,8/15/2025,Delayed
PO0098588,SUP0872,PRD00551,WH015,3349,7/27/2024,8/3/2024,8/6/2024,Delivered
PO0098589,SUP0868,PRD06863,WH015,1285,8/26/2024,9/1/2024,9/16/2024,Delayed
PO0098590,SUP0891,PRD07426,WH023,3048,9/26/2025,10/20/2025,10/22/2025,Delivered
PO0098591,SUP0242,PRD08772,WH042,3394,11/14/2025,12/4/2025,12/5/2025,Delivered
PO0098592,SUP0264,PRD04862,WH024,848,2/12/2024,2/18/2024,,Pending
PO0098593,SUP0726,PRD08828,WH044,1518,5/30/2023,6/17/2023,6/16/2023,Delivered
PO0098594,SUP0893,PRD03293,WH037,1909,12/21/2025,1/1/2026,12/31/2025,Delivered
PO0098595,SUP0024,PRD04006,WH043,3588,5/3/2026,5/6/2026,,Cancelled
PO0098596,SUP0690,PRD08774,WH014,1222,2/22/2024,3/9/2024,,Pending
PO0098597,SUP0745,PRD03780,WH046,1934,5/6/2024,5/19/2024,5/24/2024,Delayed
PO0098598,SUP0955,PRD09289,WH027,371,3/15/2025,4/4/2025,4/16/2025,Delayed
PO0098599,SUP0069,PRD01971,WH022,4685,9/19/2023,10/15/2023,,Pending
PO0098600,SUP0637,PRD07633,WH047,3649,7/30/2023,8/25/2023,,Cancelled
PO0098601,SUP0061,PRD09549,WH036,2931,7/27/2025,8/1/2025,8/1/2025,Delivered
PO0098602,SUP0568,PRD07161,WH011,4184,1/31/2025,2/4/2025,2/5/2025,Delivered
PO0098603,SUP0186,PRD05539,WH011,229,8/29/2024,9/3/2024,9/4/2024,Delivered
PO0098604,SUP0696,PRD09086,WH018,2351,4/21/2025,4/26/2025,,In Transit
PO0098605,SUP0507,PRD08205,WH015,982,11/18/2023,11/25/2023,,In Transit
PO0098606,SUP0796,PRD06173,WH037,284,3/29/2026,4/14/2026,,Pending
PO0098607,SUP0793,PRD00595,WH006,4917,2/4/2025,2/25/2025,,In Transit
PO0098608,SUP0600,PRD00818,WH002,1339,12/15/2025,1/13/2026,1/11/2026,Delivered
PO0098609,SUP0733,PRD00594,WH019,2744,6/12/2024,7/12/2024,7/10/2024,Delivered
PO0098610,SUP0553,PRD02084,WH011,575,6/30/2026,7/19/2026,7/30/2026,Delayed
PO0098611,SUP0603,PRD00757,WH032,1203,9/22/2025,10/3/2025,,Cancelled
PO0098612,SUP0724,PRD07884,WH012,1932,10/3/2024,11/2/2024,11/4/2024,Delivered
PO0098613,SUP0767,PRD06421,WH004,729,2/25/2026,3/17/2026,3/17/2026,Delivered
PO0098614,SUP0644,PRD09556,WH025,4653,10/27/2023,11/22/2023,11/25/2023,Delivered
PO0098615,SUP0350,PRD05897,WH038,586,7/7/2025,8/6/2025,,Pending
PO0098616,SUP0874,PRD01745,WH010,2628,3/16/2023,4/8/2023,4/11/2023,Delivered
PO0098617,SUP0122,PRD02731,WH039,3353,10/8/2025,10/20/2025,10/30/2025,Delayed
PO0098618,SUP0382,PRD09950,WH022,1454,10/3/2023,10/29/2023,10/29/2023,Delivered
PO0098619,SUP0770,PRD08869,WH010,3767,9/21/2024,9/27/2024,,Pending
PO0098620,SUP0519,PRD06052,WH037,1187,8/26/2023,9/20/2023,9/18/2023,Delivered
PO0098621,SUP0148,PRD08406,WH005,3142,6/12/2026,7/7/2026,7/10/2026,Delivered
PO0098622,SUP0713,PRD02939,WH048,4160,8/2/2023,8/16/2023,,In Transit
PO0098623,SUP0540,PRD02884,WH004,836,12/21/2024,1/11/2025,1/11/2025,Delivered
PO0098624,SUP0844,PRD02590,WH020,501,2/22/2026,3/13/2026,3/21/2026,Delayed
PO0098625,SUP0091,PRD01648,WH042,1582,6/27/2026,7/19/2026,7/21/2026,Delivered
PO0098626,SUP0786,PRD04453,WH040,4688,3/1/2026,3/20/2026,3/23/2026,Delivered
PO0098627,SUP0594,PRD00236,WH037,725,5/11/2024,5/15/2024,5/15/2024,Delivered
PO0098628,SUP0002,PRD02610,WH036,1619,10/22/2024,11/15/2024,,Cancelled
PO0098629,SUP0482,PRD05619,WH047,2888,12/15/2025,1/8/2026,1/17/2026,Delayed
PO0098630,SUP0174,PRD08250,WH011,3490,12/12/2024,1/4/2025,,Pending
PO0098631,SUP0519,PRD05789,WH011,4999,11/12/2024,12/4/2024,,Pending
PO0098632,SUP0446,PRD09941,WH050,1311,11/3/2024,11/20/2024,11/19/2024,Delivered
PO0098633,SUP0302,PRD06112,WH027,4471,8/22/2025,9/4/2025,9/2/2025,Delivered
PO0098634,SUP0010,PRD05055,WH011,2494,5/23/2025,6/17/2025,6/28/2025,Delayed
PO0098635,SUP0972,PRD00704,WH034,895,5/18/2024,5/30/2024,6/5/2024,Delayed
PO0098636,SUP0995,PRD02044,WH035,1595,1/13/2023,2/1/2023,,In Transit
PO0098637,SUP0731,PRD06186,WH046,2757,3/24/2023,4/8/2023,4/21/2023,Delayed
PO0098638,SUP0156,PRD09720,WH036,2088,4/12/2026,4/16/2026,4/16/2026,Delivered
PO0098639,SUP0976,PRD00958,WH041,2480,3/4/2025,3/26/2025,3/24/2025,Delivered
PO0098640,SUP0191,PRD08728,WH014,443,3/18/2026,4/2/2026,,In Transit
PO0098641,SUP0828,PRD08962,WH025,2332,6/24/2025,6/30/2025,,In Transit
PO0098642,SUP0509,PRD06822,WH027,2103,5/2/2024,5/14/2024,5/28/2024,Delayed
PO0098643,SUP0723,PRD08944,WH027,1895,12/19/2023,1/18/2024,1/16/2024,Delivered
PO0098644,SUP0980,PRD05763,WH014,2884,2/17/2026,2/26/2026,3/7/2026,Delayed
PO0098645,SUP0189,PRD08930,WH006,122,1/27/2024,2/13/2024,2/12/2024,Delivered
PO0098646,SUP0610,PRD04647,WH034,4620,6/14/2025,7/8/2025,7/7/2025,Delivered
PO0098647,SUP0761,PRD00639,WH007,3977,6/30/2025,7/7/2025,7/15/2025,Delayed
PO0098648,SUP0356,PRD00419,WH024,3922,6/9/2024,7/5/2024,7/8/2024,Delivered
PO0098649,SUP0803,PRD00459,WH038,1594,6/1/2025,6/24/2025,6/26/2025,Delivered
PO0098650,SUP0845,PRD09760,WH007,3989,11/2/2023,11/25/2023,11/28/2023,Delivered
PO0098651,SUP0490,PRD01719,WH024,3857,10/5/2025,10/14/2025,,In Transit
PO0098652,SUP0302,PRD07439,WH008,4786,8/6/2023,8/25/2023,8/26/2023,Delivered
PO0098653,SUP0231,PRD06551,WH050,1306,7/22/2023,8/1/2023,,In Transit
PO0098654,SUP0922,PRD01897,WH043,3916,5/23/2023,6/20/2023,,Pending
PO0098655,SUP0404,PRD06367,WH013,2970,6/6/2024,6/10/2024,,Cancelled
PO0098656,SUP0670,PRD05608,WH005,4061,7/28/2024,8/15/2024,8/30/2024,Delayed
PO0098657,SUP0193,PRD09532,WH049,1926,3/6/2025,4/1/2025,,In Transit
PO0098658,SUP0763,PRD08834,WH019,2508,7/4/2025,7/8/2025,,In Transit
PO0098659,SUP0828,PRD07184,WH028,141,3/17/2024,3/20/2024,4/1/2024,Delayed
PO0098660,SUP0733,PRD02399,WH008,4795,5/4/2024,5/29/2024,6/1/2024,Delivered
PO0098661,SUP0559,PRD03969,WH022,1567,2/24/2023,3/3/2023,3/8/2023,Delayed
PO0098662,SUP0881,PRD05169,WH050,1370,3/10/2026,3/13/2026,3/11/2026,Delivered
PO0098663,SUP0730,PRD03746,WH011,2228,2/2/2024,2/10/2024,2/11/2024,Delivered
PO0098664,SUP0561,PRD02616,WH014,1627,6/28/2024,7/24/2024,,In Transit
PO0098665,SUP0504,PRD01474,WH043,171,7/4/2025,7/24/2025,,Pending
PO0098666,SUP0527,PRD08128,WH019,2238,6/24/2025,6/29/2025,7/2/2025,Delivered
PO0098667,SUP0657,PRD00747,WH034,520,3/17/2025,3/27/2025,3/25/2025,Delivered
PO0098668,SUP0711,PRD08401,WH004,356,5/17/2025,6/10/2025,6/13/2025,Delivered
PO0098669,SUP0438,PRD05205,WH010,107,9/8/2023,9/18/2023,,In Transit
PO0098670,SUP0566,PRD03361,WH036,1212,11/28/2024,12/9/2024,12/11/2024,Delivered
PO0098671,SUP0713,PRD05732,WH043,716,12/28/2025,1/5/2026,1/12/2026,Delayed
PO0098672,SUP0528,PRD08880,WH010,1958,6/10/2026,7/4/2026,7/2/2026,Delivered
PO0098673,SUP0249,PRD02240,WH021,614,3/8/2026,3/28/2026,,Cancelled
PO0098674,SUP0423,PRD08822,WH029,3514,1/28/2023,2/24/2023,,Pending
PO0098675,SUP0263,PRD09181,WH017,4645,9/15/2025,9/29/2025,9/30/2025,Delivered
PO0098676,SUP0828,PRD02719,WH026,1490,12/9/2024,12/23/2024,,In Transit
PO0098677,SUP0453,PRD01070,WH006,4765,4/20/2026,5/11/2026,,In Transit
PO0098678,SUP0679,PRD08146,WH049,3709,7/16/2024,8/5/2024,,Pending
PO0098679,SUP0049,PRD02007,WH006,3542,10/9/2024,11/2/2024,11/10/2024,Delayed
PO0098680,SUP0194,PRD06196,WH046,1929,8/3/2024,8/21/2024,,Cancelled
PO0098681,SUP0657,PRD09205,WH029,3821,10/30/2025,11/15/2025,11/13/2025,Delivered
PO0098682,SUP0516,PRD06244,WH006,4001,3/29/2025,4/23/2025,4/23/2025,Delivered
PO0098683,SUP0088,PRD01863,WH049,4680,5/17/2026,5/31/2026,6/2/2026,Delivered
PO0098684,SUP0379,PRD08227,WH032,1246,1/18/2023,2/12/2023,2/13/2023,Delivered
PO0098685,SUP0780,PRD00433,WH029,3552,3/4/2024,3/12/2024,3/10/2024,Delivered
PO0098686,SUP0621,PRD01856,WH025,4537,5/31/2026,6/11/2026,6/10/2026,Delivered
PO0098687,SUP0823,PRD04678,WH014,4873,7/4/2023,7/7/2023,7/5/2023,Delivered
PO0098688,SUP0298,PRD07940,WH003,3173,6/18/2025,7/11/2025,7/14/2025,Delivered
PO0098689,SUP0503,PRD02534,WH010,4163,12/14/2023,12/30/2023,,In Transit
PO0098690,SUP0960,PRD06762,WH050,2986,1/12/2025,1/30/2025,1/29/2025,Delivered
PO0098691,SUP0559,PRD04402,WH050,2584,8/2/2024,8/15/2024,,Pending
PO0098692,SUP0934,PRD09768,WH027,2385,8/18/2023,9/15/2023,,In Transit
PO0098693,SUP0204,PRD03417,WH032,2213,6/4/2026,7/3/2026,7/17/2026,Delayed
PO0098694,SUP0732,PRD05527,WH031,4627,2/17/2023,3/8/2023,,Cancelled
PO0098695,SUP0763,PRD06746,WH027,3759,1/30/2024,2/24/2024,2/25/2024,Delivered
PO0098696,SUP0400,PRD08713,WH018,4487,11/13/2023,11/28/2023,12/6/2023,Delayed
PO0098697,SUP0175,PRD06131,WH050,2351,5/11/2024,6/8/2024,,Pending
PO0098698,SUP0410,PRD02560,WH002,2414,1/11/2023,2/1/2023,2/3/2023,Delivered
PO0098699,SUP0266,PRD09369,WH043,771,8/15/2025,8/24/2025,8/23/2025,Delivered
PO0098700,SUP0673,PRD00663,WH039,1231,8/23/2023,9/21/2023,9/20/2023,Delivered
PO0098701,SUP0561,PRD02616,WH019,3627,12/2/2023,12/28/2023,12/30/2023,Delivered
PO0098702,SUP0455,PRD07255,WH041,3841,2/12/2024,2/15/2024,2/16/2024,Delivered
PO0098703,SUP0557,PRD07738,WH034,793,6/2/2026,6/16/2026,6/17/2026,Delivered
PO0098704,SUP0644,PRD03152,WH049,3153,6/28/2026,7/14/2026,,Pending
PO0098705,SUP0240,PRD08647,WH020,4691,8/17/2025,8/29/2025,,Cancelled
PO0098706,SUP0430,PRD03908,WH032,214,5/29/2023,6/2/2023,6/4/2023,Delivered
PO0098707,SUP0421,PRD09186,WH041,2677,3/6/2026,3/9/2026,,Pending
PO0098708,SUP0508,PRD07605,WH001,1452,9/14/2025,10/13/2025,10/23/2025,Delayed
PO0098709,SUP0981,PRD09411,WH010,1613,9/8/2024,10/5/2024,10/3/2024,Delivered
PO0098710,SUP0740,PRD08983,WH034,4648,12/17/2025,1/2/2026,,In Transit
PO0098711,SUP0823,PRD08181,WH027,2432,9/18/2025,10/9/2025,10/7/2025,Delivered
PO0098712,SUP0008,PRD03299,WH034,2869,7/7/2024,7/22/2024,,In Transit
PO0098713,SUP0316,PRD03439,WH002,314,6/22/2024,7/20/2024,7/21/2024,Delivered
PO0098714,SUP0584,PRD09234,WH005,1392,11/12/2023,11/30/2023,11/28/2023,Delivered
PO0098715,SUP0341,PRD04543,WH025,529,9/1/2023,9/17/2023,9/16/2023,Delivered
PO0098716,SUP0507,PRD08205,WH027,4188,11/3/2025,11/10/2025,11/13/2025,Delivered
PO0098717,SUP0427,PRD09970,WH027,4533,8/13/2023,8/17/2023,8/31/2023,Delayed
PO0098718,SUP0050,PRD00863,WH049,591,4/1/2024,4/7/2024,4/7/2024,Delivered
PO0098719,SUP0978,PRD09372,WH019,178,11/23/2023,12/1/2023,11/30/2023,Delivered
PO0098720,SUP0590,PRD01832,WH040,4729,6/4/2023,6/19/2023,,In Transit
PO0098721,SUP0428,PRD05806,WH032,4611,12/10/2023,12/22/2023,12/28/2023,Delayed
PO0098722,SUP0567,PRD07614,WH014,3570,12/29/2024,1/15/2025,1/13/2025,Delivered
PO0098723,SUP0425,PRD08088,WH037,2106,5/19/2023,6/10/2023,6/10/2023,Delivered
PO0098724,SUP0513,PRD04259,WH009,4653,9/22/2024,10/2/2024,10/5/2024,Delivered
PO0098725,SUP0192,PRD07515,WH006,2485,7/15/2024,7/31/2024,,Pending
PO0098726,SUP0964,PRD03915,WH011,4140,9/7/2024,9/11/2024,,Cancelled
PO0098727,SUP0034,PRD00463,WH010,357,4/28/2024,5/20/2024,6/4/2024,Delayed
PO0098728,SUP0178,PRD04741,WH011,4565,3/6/2025,3/18/2025,,Cancelled
PO0098729,SUP0079,PRD09936,WH038,4251,3/15/2026,3/17/2026,,In Transit
PO0098730,SUP0854,PRD03024,WH008,575,8/18/2025,8/31/2025,9/1/2025,Delivered
PO0098731,SUP0647,PRD00559,WH008,3283,10/26/2024,11/10/2024,11/10/2024,Delivered
PO0098732,SUP0005,PRD08373,WH002,4557,4/29/2024,5/4/2024,5/5/2024,Delivered
PO0098733,SUP0615,PRD04244,WH050,244,6/16/2025,6/19/2025,6/22/2025,Delivered
PO0098734,SUP0505,PRD08457,WH048,918,10/27/2024,11/19/2024,11/21/2024,Delivered
PO0098735,SUP0537,PRD02314,WH003,4793,3/21/2023,4/13/2023,4/14/2023,Delivered
PO0098736,SUP0518,PRD02095,WH011,108,2/26/2025,2/28/2025,,In Transit
PO0098737,SUP0547,PRD06439,WH011,3329,12/23/2025,12/27/2025,12/27/2025,Delivered
PO0098738,SUP0972,PRD05556,WH008,4708,4/15/2024,5/5/2024,5/7/2024,Delivered
PO0098739,SUP0076,PRD00436,WH024,4450,6/7/2025,6/15/2025,,Pending
PO0098740,SUP0257,PRD07551,WH011,167,6/29/2023,7/11/2023,7/12/2023,Delivered
PO0098741,SUP0778,PRD04752,WH046,2164,4/11/2025,4/30/2025,4/29/2025,Delivered
PO0098742,SUP0430,PRD01549,WH003,2792,11/17/2025,12/2/2025,11/30/2025,Delivered
PO0098743,SUP0430,PRD02849,WH011,3665,4/23/2025,5/21/2025,5/19/2025,Delivered
PO0098744,SUP0375,PRD08223,WH008,2011,4/21/2025,4/30/2025,5/2/2025,Delivered
PO0098745,SUP0880,PRD01568,WH014,3802,8/20/2025,9/13/2025,9/28/2025,Delayed
PO0098746,SUP0501,PRD03810,WH046,485,5/8/2026,5/29/2026,,In Transit
PO0098747,SUP0189,PRD05480,WH042,4601,1/2/2023,1/27/2023,1/27/2023,Delivered
PO0098748,SUP0867,PRD09457,WH018,1100,2/25/2023,3/27/2023,3/29/2023,Delivered
PO0098749,SUP0235,PRD00182,WH034,2210,11/9/2023,11/14/2023,11/14/2023,Delivered
PO0098750,SUP0051,PRD05334,WH036,3183,2/13/2024,3/4/2024,,In Transit
PO0098751,SUP0192,PRD08122,WH026,1751,5/8/2024,6/5/2024,,In Transit
PO0098752,SUP0665,PRD03132,WH007,1092,4/1/2026,4/3/2026,,In Transit
PO0098753,SUP0431,PRD01578,WH045,3443,7/5/2023,7/22/2023,,In Transit
PO0098754,SUP0221,PRD08813,WH037,4433,5/17/2023,5/24/2023,5/22/2023,Delivered
PO0098755,SUP0256,PRD00181,WH018,1342,8/17/2025,8/29/2025,8/27/2025,Delivered
PO0098756,SUP0991,PRD05106,WH028,1931,2/20/2023,3/22/2023,3/23/2023,Delivered
PO0098757,SUP0021,PRD05735,WH021,1129,4/22/2024,5/17/2024,5/20/2024,Delivered
PO0098758,SUP0919,PRD02001,WH003,2419,7/16/2024,7/22/2024,7/22/2024,Delivered
PO0098759,SUP0011,PRD02666,WH046,4270,4/28/2023,5/2/2023,4/30/2023,Delivered
PO0098760,SUP0193,PRD00204,WH003,301,4/13/2025,5/8/2025,5/11/2025,Delivered
PO0098761,SUP0763,PRD04136,WH018,4705,1/1/2024,1/9/2024,1/8/2024,Delivered
PO0098762,SUP0139,PRD07903,WH030,2692,4/30/2025,5/15/2025,5/13/2025,Delivered
PO0098763,SUP0112,PRD09353,WH016,2686,11/1/2023,11/15/2023,11/16/2023,Delivered
PO0098764,SUP0086,PRD08229,WH017,343,5/17/2024,6/10/2024,6/10/2024,Delivered
PO0098765,SUP0386,PRD09402,WH049,2420,4/8/2026,4/24/2026,,Pending
PO0098766,SUP0031,PRD02977,WH029,4977,3/15/2023,3/31/2023,,Pending
PO0098767,SUP0407,PRD02050,WH047,2210,3/25/2026,4/19/2026,4/18/2026,Delivered
PO0098768,SUP0968,PRD00768,WH017,1192,1/22/2023,2/12/2023,2/15/2023,Delivered
PO0098769,SUP0958,PRD08996,WH041,1270,8/29/2024,9/4/2024,9/5/2024,Delivered
PO0098770,SUP0361,PRD07202,WH003,4177,2/4/2026,2/6/2026,2/4/2026,Delivered
PO0098771,SUP0469,PRD02048,WH028,2646,3/24/2026,4/6/2026,4/7/2026,Delivered
PO0098772,SUP0026,PRD09041,WH040,1916,10/30/2024,11/24/2024,,In Transit
PO0098773,SUP0225,PRD08354,WH048,2715,2/29/2024,3/20/2024,3/19/2024,Delivered
PO0098774,SUP0230,PRD04079,WH012,1294,5/14/2023,5/17/2023,5/15/2023,Delivered
PO0098775,SUP0162,PRD03988,WH012,4176,8/4/2024,8/19/2024,8/18/2024,Delivered
PO0098776,SUP0548,PRD00294,WH013,1604,8/23/2025,9/14/2025,9/13/2025,Delivered
PO0098777,SUP0295,PRD09185,WH002,2443,5/17/2025,6/6/2025,6/6/2025,Delivered
PO0098778,SUP0148,PRD03240,WH021,1285,4/6/2023,5/1/2023,5/3/2023,Delivered
PO0098779,SUP0227,PRD00956,WH012,4179,2/20/2025,3/11/2025,3/12/2025,Delivered
PO0098780,SUP0982,PRD00247,WH032,1803,9/14/2025,10/9/2025,10/7/2025,Delivered
PO0098781,SUP0705,PRD03934,WH037,3506,8/2/2023,8/24/2023,,Cancelled
PO0098782,SUP0791,PRD05547,WH026,3051,6/18/2026,6/28/2026,7/1/2026,Delivered
PO0098783,SUP0847,PRD08303,WH049,2141,6/19/2025,7/6/2025,,In Transit
PO0098784,SUP0997,PRD05520,WH028,3811,12/26/2023,1/22/2024,,Cancelled
PO0098785,SUP0824,PRD08323,WH046,2168,8/26/2023,9/14/2023,,Pending
PO0098786,SUP0879,PRD09135,WH027,4071,4/2/2025,4/23/2025,4/22/2025,Delivered
PO0098787,SUP0518,PRD00116,WH030,216,8/17/2023,9/16/2023,9/16/2023,Delivered
PO0098788,SUP0002,PRD01935,WH004,226,10/13/2025,10/27/2025,,Pending
PO0098789,SUP0406,PRD06271,WH020,3186,11/16/2024,11/21/2024,,Pending
PO0098790,SUP0810,PRD07824,WH015,4722,4/6/2023,5/6/2023,5/5/2023,Delivered
PO0098791,SUP0624,PRD04925,WH002,1648,10/6/2024,10/22/2024,,In Transit
PO0098792,SUP0189,PRD05480,WH035,4627,5/29/2023,6/23/2023,,Pending
PO0098793,SUP0702,PRD06354,WH002,1812,6/14/2023,6/28/2023,6/29/2023,Delivered
