inventory_id,product_id,warehouse_id,stock_on_hand,stock_reserved,available_stock,last_updated
INV042499,PRD03918,WH040,892,152,740,2/11/2026
INV042500,PRD07185,WH035,3991,238,3753,4/3/2026
INV042501,PRD08728,WH024,7132,1935,5197,1/13/2026
INV042502,PRD09970,WH036,3849,1116,2733,3/30/2026
INV042503,PRD02784,WH013,3388,49,3339,10/23/2025
INV042504,PRD06857,WH049,4166,1646,2520,11/21/2025
INV042505,PRD06616,WH045,1020,101,919,2/5/2026
INV042506,PRD06796,WH005,3699,1208,2491,9/18/2025
INV042507,PRD05322,WH042,9950,2975,6975,4/5/2026
INV042508,PRD02583,WH047,3085,1029,2056,6/25/2025
INV042509,PRD02212,WH030,6245,920,5325,7/17/2025
INV042510,PRD02177,WH031,5598,350,5248,6/26/2025
INV042511,PRD02274,WH021,5425,1777,3648,10/5/2025
INV042512,PRD04749,WH029,3239,874,2365,3/2/2026
INV042513,PRD02248,WH031,297,28,269,11/1/2025
INV042514,PRD04232,WH023,5795,786,5009,5/8/2026
INV042515,PRD09884,WH014,7418,2049,5369,4/12/2026
INV042516,PRD06077,WH044,4861,957,3904,5/22/2026
INV042517,PRD02027,WH023,3697,47,3650,5/10/2026
INV042518,PRD05061,WH048,3309,509,2800,8/3/2025
INV042519,PRD06524,WH028,291,78,213,11/8/2025
INV042520,PRD05161,WH038,6902,1994,4908,5/24/2026
INV042521,PRD07611,WH027,4261,5,4256,10/7/2025
INV042522,PRD09753,WH041,519,107,412,12/26/2025
INV042523,PRD02730,WH015,3922,718,3204,7/17/2025
INV042524,PRD09551,WH022,6747,351,6396,1/28/2026
INV042525,PRD05722,WH049,7806,763,7043,5/13/2026
INV042526,PRD07753,WH003,1757,68,1689,2/5/2026
INV042527,PRD02245,WH009,8301,1801,6500,12/7/2025
INV042528,PRD06185,WH013,2333,585,1748,4/21/2026
INV042529,PRD02408,WH036,4901,1520,3381,2/2/2026
INV042530,PRD09899,WH037,3073,83,2990,4/7/2026
INV042531,PRD01533,WH031,8478,1205,7273,2/7/2026
INV042532,PRD02045,WH027,641,125,516,2/23/2026
INV042533,PRD07711,WH002,4788,12,4776,6/25/2025
INV042534,PRD07031,WH017,4561,1603,2958,3/1/2026
INV042535,PRD04766,WH008,2778,281,2497,7/19/2025
INV042536,PRD03656,WH024,8545,2807,5738,3/19/2026
INV042537,PRD00126,WH017,2454,848,1606,2/28/2026
INV042538,PRD04595,WH045,1052,280,772,7/21/2025
INV042539,PRD04699,WH038,1856,664,1192,11/23/2025
INV042540,PRD08093,WH034,1006,94,912,5/20/2026
INV042541,PRD02940,WH027,2322,117,2205,3/5/2026
INV042542,PRD00283,WH048,3454,74,3380,5/6/2026
INV042543,PRD01900,WH005,652,2,650,3/4/2026
INV042544,PRD05575,WH030,9155,996,8159,6/25/2025
INV042545,PRD08839,WH041,1590,301,1289,7/17/2025
INV042546,PRD08596,WH029,610,236,374,8/27/2025
INV042547,PRD03519,WH040,3881,655,3226,1/26/2026
INV042548,PRD07087,WH019,8420,2084,6336,10/19/2025
INV042549,PRD00817,WH046,5237,1324,3913,6/26/2025
INV042550,PRD04739,WH015,5487,1340,4147,2/7/2026
INV042551,PRD03640,WH040,345,10,335,1/4/2026
INV042552,PRD08717,WH013,8319,1425,6894,11/28/2025
INV042553,PRD02481,WH013,7859,2224,5635,7/19/2025
INV042554,PRD00931,WH037,5323,1343,3980,12/6/2025
INV042555,PRD08918,WH038,999,201,798,4/12/2026
INV042556,PRD02344,WH006,5920,1021,4899,4/15/2026
INV042557,PRD08158,WH042,8186,187,7999,5/29/2026
INV042558,PRD09384,WH049,3231,103,3128,5/6/2026
INV042559,PRD05261,WH036,8522,339,8183,7/18/2025
INV042560,PRD06196,WH010,2394,819,1575,2/25/2026
INV042561,PRD04732,WH027,9640,1704,7936,10/8/2025
INV042562,PRD08808,WH048,6699,1128,5571,12/14/2025
INV042563,PRD07742,WH012,6179,1227,4952,6/18/2026
INV042564,PRD05813,WH035,7698,2363,5335,1/7/2026
INV042565,PRD07522,WH036,1958,633,1325,11/26/2025
INV042566,PRD04508,WH028,7265,2773,4492,5/18/2026
INV042567,PRD07272,WH032,4421,962,3459,11/5/2025
INV042568,PRD01201,WH024,5235,1705,3530,12/21/2025
INV042569,PRD07367,WH004,154,54,100,3/19/2026
INV042570,PRD09936,WH016,1453,98,1355,7/19/2025
INV042571,PRD00113,WH049,6555,2264,4291,6/7/2026
INV042572,PRD09695,WH038,8853,624,8229,3/11/2026
INV042573,PRD06276,WH015,6695,2444,4251,3/27/2026
INV042574,PRD04320,WH007,5363,406,4957,7/13/2025
INV042575,PRD07701,WH047,9866,62,9804,4/7/2026
INV042576,PRD09210,WH005,1905,745,1160,1/9/2026
INV042577,PRD04612,WH010,9979,1267,8712,6/4/2026
INV042578,PRD03640,WH008,2678,129,2549,5/12/2026
INV042579,PRD05207,WH032,4405,1424,2981,10/11/2025
INV042580,PRD08805,WH044,336,109,227,5/5/2026
INV042581,PRD02000,WH019,5056,1620,3436,9/7/2025
INV042582,PRD03414,WH048,4916,1610,3306,2/14/2026
INV042583,PRD08636,WH006,2879,12,2867,5/14/2026
INV042584,PRD02511,WH007,991,16,975,11/27/2025
INV042585,PRD00549,WH015,9125,570,8555,10/26/2025
INV042586,PRD08477,WH018,8429,2843,5586,12/21/2025
INV042587,PRD05925,WH030,9766,2235,7531,4/24/2026
INV042588,PRD08140,WH025,3758,1238,2520,11/5/2025
INV042589,PRD06628,WH022,2885,612,2273,3/26/2026
INV042590,PRD02161,WH037,3399,781,2618,5/6/2026
INV042591,PRD04835,WH043,5385,692,4693,1/10/2026
INV042592,PRD00084,WH020,6106,889,5217,10/29/2025
INV042593,PRD01661,WH001,5851,2272,3579,9/23/2025
INV042594,PRD03709,WH042,4757,824,3933,2/16/2026
INV042595,PRD07879,WH001,5187,560,4627,11/26/2025
INV042596,PRD06894,WH031,4913,1809,3104,5/14/2026
INV042597,PRD03809,WH034,8914,1463,7451,6/13/2026
INV042598,PRD06951,WH002,9877,153,9724,2/21/2026
INV042599,PRD08874,WH020,1300,45,1255,11/3/2025
INV042600,PRD05532,WH019,2236,66,2170,6/3/2026
INV042601,PRD08009,WH040,2603,805,1798,4/3/2026
INV042602,PRD05823,WH006,2949,330,2619,12/6/2025
INV042603,PRD05621,WH028,9981,1711,8270,12/8/2025
INV042604,PRD08619,WH036,4995,1970,3025,4/5/2026
INV042605,PRD09104,WH030,1291,76,1215,8/23/2025
INV042606,PRD00236,WH008,7096,2132,4964,7/17/2025
INV042607,PRD04153,WH037,5993,508,5485,12/14/2025
INV042608,PRD09873,WH033,7657,2079,5578,11/6/2025
INV042609,PRD04496,WH023,3653,904,2749,6/1/2026
INV042610,PRD05774,WH020,7214,403,6811,3/14/2026
INV042611,PRD07985,WH031,4179,1371,2808,11/8/2025
INV042612,PRD00775,WH005,862,115,747,8/5/2025
INV042613,PRD02119,WH016,3685,1432,2253,3/21/2026
INV042614,PRD04247,WH029,6664,734,5930,11/21/2025
INV042615,PRD06811,WH002,7165,1998,5167,9/25/2025
INV042616,PRD05864,WH020,4878,1181,3697,1/21/2026
INV042617,PRD00421,WH012,811,69,742,1/10/2026
INV042618,PRD02151,WH036,9159,782,8377,6/9/2026
INV042619,PRD07357,WH033,6498,1976,4522,12/29/2025
INV042620,PRD07515,WH036,3436,929,2507,11/12/2025
INV042621,PRD01515,WH049,6963,2489,4474,9/15/2025
INV042622,PRD00937,WH039,2867,1089,1778,5/4/2026
INV042623,PRD02966,WH026,3378,414,2964,11/28/2025
INV042624,PRD02182,WH042,4083,883,3200,11/3/2025
INV042625,PRD07677,WH030,9219,288,8931,11/28/2025
INV042626,PRD01236,WH043,2768,803,1965,12/29/2025
INV042627,PRD00592,WH007,6490,2568,3922,8/25/2025
INV042628,PRD05942,WH001,8465,2907,5558,5/26/2026
INV042629,PRD01923,WH017,7502,1572,5930,4/7/2026
INV042630,PRD02493,WH024,9808,298,9510,12/6/2025
INV042631,PRD01263,WH008,9281,384,8897,1/19/2026
INV042632,PRD03824,WH001,3369,537,2832,11/18/2025
INV042633,PRD05515,WH039,2953,1008,1945,12/11/2025
INV042634,PRD06303,WH003,3317,759,2558,12/26/2025
INV042635,PRD01920,WH023,7208,2196,5012,4/9/2026
INV042636,PRD07328,WH016,1146,62,1084,12/14/2025
INV042637,PRD07142,WH047,484,38,446,10/3/2025
INV042638,PRD04314,WH028,7143,2848,4295,9/8/2025
INV042639,PRD07827,WH034,4870,722,4148,1/22/2026
INV042640,PRD03908,WH045,1030,359,671,6/21/2025
INV042641,PRD05561,WH035,8381,2186,6195,7/21/2025
INV042642,PRD08501,WH001,7828,135,7693,9/2/2025
INV042643,PRD02117,WH015,9237,2741,6496,8/14/2025
INV042644,PRD03499,WH007,5560,1311,4249,1/1/2026
INV042645,PRD01149,WH012,3600,507,3093,1/16/2026
INV042646,PRD05974,WH032,9293,2690,6603,10/21/2025
INV042647,PRD08522,WH037,4950,1209,3741,11/5/2025
INV042648,PRD08582,WH029,201,26,175,10/10/2025
INV042649,PRD00638,WH009,8940,328,8612,4/22/2026
INV042650,PRD03873,WH013,7993,1602,6391,12/8/2025
INV042651,PRD07132,WH033,3978,386,3592,4/30/2026
INV042652,PRD06823,WH028,1897,453,1444,2/21/2026
INV042653,PRD01003,WH042,4954,1180,3774,10/16/2025
INV042654,PRD01822,WH011,1540,403,1137,5/2/2026
INV042655,PRD09607,WH023,8281,467,7814,11/8/2025
INV042656,PRD05774,WH003,4215,255,3960,5/29/2026
INV042657,PRD07724,WH003,4347,973,3374,1/22/2026
INV042658,PRD02047,WH034,2067,538,1529,5/19/2026
INV042659,PRD02123,WH013,2777,880,1897,8/29/2025
INV042660,PRD02836,WH031,531,56,475,1/31/2026
INV042661,PRD03375,WH023,4018,711,3307,4/30/2026
INV042662,PRD02053,WH013,7092,562,6530,9/7/2025
INV042663,PRD00343,WH047,1845,225,1620,2/24/2026
INV042664,PRD04970,WH005,9268,1345,7923,6/22/2025
INV042665,PRD07587,WH034,5822,776,5046,9/16/2025
INV042666,PRD03736,WH018,3180,480,2700,7/4/2025
INV042667,PRD03093,WH023,8495,2666,5829,8/12/2025
INV042668,PRD00487,WH011,3034,941,2093,7/2/2025
INV042669,PRD09624,WH021,4133,1382,2751,9/8/2025
INV042670,PRD01016,WH005,1747,297,1450,7/3/2025
INV042671,PRD01889,WH044,5230,1016,4214,12/20/2025
INV042672,PRD00071,WH021,7888,1093,6795,1/12/2026
INV042673,PRD01958,WH039,6300,701,5599,10/9/2025
INV042674,PRD06384,WH041,1705,434,1271,4/20/2026
INV042675,PRD07792,WH002,1432,125,1307,6/4/2026
INV042676,PRD05837,WH050,671,35,636,6/1/2026
INV042677,PRD04186,WH030,6038,1144,4894,9/20/2025
INV042678,PRD02335,WH007,421,37,384,2/19/2026
INV042679,PRD09419,WH002,8401,3065,5336,6/6/2026
INV042680,PRD05741,WH003,2741,437,2304,1/29/2026
INV042681,PRD00274,WH019,6411,2171,4240,6/16/2026
INV042682,PRD07933,WH022,815,161,654,3/5/2026
INV042683,PRD01604,WH016,4209,750,3459,5/18/2026
INV042684,PRD08434,WH024,9966,3365,6601,4/4/2026
INV042685,PRD05405,WH039,7764,501,7263,5/13/2026
INV042686,PRD02864,WH017,1372,279,1093,8/1/2025
INV042687,PRD00807,WH028,7581,2904,4677,11/3/2025
INV042688,PRD04973,WH016,6661,108,6553,8/21/2025
INV042689,PRD06570,WH028,4985,14,4971,3/7/2026
INV042690,PRD02110,WH045,614,173,441,6/22/2025
INV042691,PRD09497,WH040,6768,1450,5318,12/15/2025
INV042692,PRD01490,WH050,1475,267,1208,12/2/2025
INV042693,PRD01997,WH050,5985,1420,4565,2/27/2026
INV042694,PRD04419,WH003,9999,2962,7037,8/28/2025
INV042695,PRD08068,WH028,5377,1505,3872,3/16/2026
INV042696,PRD02039,WH035,6727,1644,5083,1/13/2026
INV042697,PRD02635,WH050,6146,82,6064,8/10/2025
INV042698,PRD06835,WH034,1324,209,1115,11/7/2025
INV042699,PRD02714,WH033,736,89,647,8/9/2025
INV042700,PRD01409,WH039,6858,1442,5416,5/19/2026
INV042701,PRD08468,WH018,2774,602,2172,1/16/2026
INV042702,PRD07453,WH036,3011,735,2276,1/18/2026
INV042703,PRD07572,WH023,6911,774,6137,12/15/2025
INV042704,PRD09804,WH003,3530,962,2568,1/8/2026
INV042705,PRD08036,WH031,7708,2214,5494,11/9/2025
INV042706,PRD00730,WH028,2019,505,1514,10/31/2025
INV042707,PRD00675,WH041,461,101,360,11/26/2025
INV042708,PRD00382,WH010,8073,3193,4880,7/6/2025
INV042709,PRD06213,WH013,5655,994,4661,12/14/2025
INV042710,PRD02342,WH007,3523,538,2985,6/7/2026
INV042711,PRD01813,WH010,9241,3233,6008,10/23/2025
INV042712,PRD08154,WH050,6524,1403,5121,7/20/2025
INV042713,PRD09541,WH008,5194,1057,4137,12/23/2025
INV042714,PRD02994,WH020,5419,2034,3385,9/10/2025
INV042715,PRD08617,WH002,2799,962,1837,5/28/2026
INV042716,PRD05882,WH001,5659,891,4768,10/7/2025
INV042717,PRD08813,WH008,3517,472,3045,7/6/2025
INV042718,PRD08227,WH001,3187,1139,2048,11/12/2025
INV042719,PRD06840,WH029,3376,1191,2185,12/8/2025
INV042720,PRD09014,WH001,5130,24,5106,11/2/2025
INV042721,PRD09773,WH044,4943,1473,3470,8/3/2025
INV042722,PRD05939,WH025,1295,159,1136,4/9/2026
INV042723,PRD00725,WH021,3769,1306,2463,11/5/2025
INV042724,PRD03785,WH033,1915,359,1556,3/29/2026
INV042725,PRD08660,WH028,9125,351,8774,7/30/2025
INV042726,PRD09173,WH007,4162,308,3854,1/1/2026
INV042727,PRD08596,WH025,7146,2310,4836,7/3/2025
INV042728,PRD07987,WH027,7754,110,7644,2/28/2026
INV042729,PRD05380,WH044,6089,1861,4228,5/7/2026
INV042730,PRD03366,WH012,5255,1527,3728,10/29/2025
INV042731,PRD00249,WH002,1877,127,1750,1/22/2026
INV042732,PRD05788,WH008,9773,1687,8086,10/12/2025
INV042733,PRD02812,WH043,2633,942,1691,4/8/2026
INV042734,PRD06260,WH027,3940,1184,2756,4/30/2026
INV042735,PRD07645,WH026,1472,68,1404,8/11/2025
INV042736,PRD02159,WH023,735,257,478,11/2/2025
INV042737,PRD06764,WH021,3264,428,2836,7/27/2025
INV042738,PRD09258,WH049,5548,382,5166,5/25/2026
INV042739,PRD04289,WH010,8599,1569,7030,6/8/2026
INV042740,PRD08373,WH048,8850,2948,5902,11/17/2025
INV042741,PRD00882,WH013,695,255,440,1/27/2026
INV042742,PRD07274,WH011,8188,431,7757,9/2/2025
INV042743,PRD05371,WH035,9856,818,9038,3/29/2026
INV042744,PRD08923,WH009,2017,113,1904,9/6/2025
INV042745,PRD02016,WH037,4236,256,3980,3/24/2026
INV042746,PRD03154,WH015,5827,1221,4606,3/28/2026
INV042747,PRD09195,WH031,4786,11,4775,5/14/2026
INV042748,PRD05490,WH004,9269,1923,7346,5/21/2026
INV042749,PRD01382,WH024,6489,1921,4568,1/16/2026
INV042750,PRD02954,WH011,7848,1231,6617,11/28/2025
INV042751,PRD03471,WH048,6469,884,5585,2/20/2026
INV042752,PRD06570,WH003,981,352,629,6/19/2026
INV042753,PRD03344,WH014,2232,420,1812,1/6/2026
INV042754,PRD05403,WH014,8873,1868,7005,7/29/2025
INV042755,PRD04724,WH032,6276,1602,4674,9/1/2025
INV042756,PRD09021,WH011,7043,1949,5094,12/15/2025
INV042757,PRD06510,WH004,288,40,248,10/11/2025
INV042758,PRD04186,WH043,9398,2884,6514,2/6/2026
INV042759,PRD06383,WH003,5344,1117,4227,5/27/2026
INV042760,PRD03691,WH042,2408,923,1485,7/19/2025
INV042761,PRD03866,WH033,844,60,784,9/27/2025
INV042762,PRD08429,WH006,6039,537,5502,7/2/2025
INV042763,PRD05904,WH029,8290,27,8263,8/10/2025
INV042764,PRD02589,WH009,755,226,529,3/12/2026
INV042765,PRD07650,WH050,8005,1014,6991,2/14/2026
INV042766,PRD04010,WH021,4304,1428,2876,7/16/2025
INV042767,PRD03407,WH046,7680,2596,5084,11/19/2025
INV042768,PRD04011,WH007,6757,665,6092,5/5/2026
INV042769,PRD04438,WH048,3683,1221,2462,2/28/2026
INV042770,PRD04869,WH014,8886,776,8110,4/14/2026
INV042771,PRD06913,WH032,3302,290,3012,10/27/2025
INV042772,PRD00304,WH020,6221,1519,4702,4/12/2026
INV042773,PRD02042,WH019,969,112,857,10/22/2025
INV042774,PRD04997,WH003,9829,2078,7751,6/26/2025
INV042775,PRD05374,WH013,9393,1219,8174,11/15/2025
INV042776,PRD02256,WH048,2648,80,2568,1/24/2026
INV042777,PRD02886,WH018,2813,918,1895,4/10/2026
INV042778,PRD01912,WH035,6559,1027,5532,2/20/2026
INV042779,PRD06795,WH005,2454,550,1904,9/30/2025
INV042780,PRD05204,WH027,9126,1128,7998,11/2/2025
INV042781,PRD02260,WH003,8689,413,8276,4/18/2026
INV042782,PRD01976,WH029,7868,2179,5689,8/21/2025
INV042783,PRD03466,WH046,2084,166,1918,6/19/2026
INV042784,PRD02789,WH002,5992,1263,4729,10/21/2025
INV042785,PRD04487,WH003,454,14,440,5/27/2026
INV042786,PRD03359,WH050,4639,1545,3094,12/12/2025
INV042787,PRD01291,WH005,3955,343,3612,9/9/2025
INV042788,PRD09964,WH039,5100,2032,3068,4/6/2026
INV042789,PRD00203,WH013,3368,768,2600,7/30/2025
INV042790,PRD07771,WH006,3707,569,3138,4/28/2026
INV042791,PRD05181,WH010,9561,1914,7647,1/23/2026
INV042792,PRD05445,WH021,3961,853,3108,3/27/2026
INV042793,PRD05021,WH017,1938,191,1747,9/18/2025
INV042794,PRD00599,WH025,8392,3097,5295,7/6/2025
INV042795,PRD08324,WH050,1042,130,912,11/4/2025
INV042796,PRD02884,WH024,3825,1097,2728,8/14/2025
INV042797,PRD03442,WH031,7401,2159,5242,11/5/2025
INV042798,PRD04959,WH012,8404,1662,6742,11/11/2025
INV042799,PRD01765,WH031,8870,1914,6956,2/11/2026
INV042800,PRD02525,WH034,7840,1700,6140,1/3/2026
INV042801,PRD03246,WH014,4065,1218,2847,9/11/2025
INV042802,PRD06765,WH050,2166,401,1765,5/1/2026
INV042803,PRD01540,WH022,3948,1328,2620,4/9/2026
INV042804,PRD04591,WH048,2898,851,2047,7/7/2025
INV042805,PRD02930,WH013,1743,193,1550,2/23/2026
INV042806,PRD00644,WH014,9654,1741,7913,2/22/2026
INV042807,PRD03937,WH004,2539,456,2083,12/15/2025
INV042808,PRD06877,WH034,7064,1597,5467,9/7/2025
INV042809,PRD01783,WH008,1851,467,1384,11/24/2025
INV042810,PRD08685,WH035,4085,1119,2966,4/17/2026
INV042811,PRD08229,WH046,7629,2766,4863,5/1/2026
INV042812,PRD04624,WH006,5061,770,4291,4/22/2026
INV042813,PRD06771,WH017,3372,680,2692,4/30/2026
INV042814,PRD03095,WH005,769,76,693,11/12/2025
INV042815,PRD01672,WH020,8680,1774,6906,9/1/2025
INV042816,PRD03719,WH042,4835,959,3876,6/16/2026
INV042817,PRD06010,WH042,3832,196,3636,11/24/2025
INV042818,PRD00378,WH043,5829,514,5315,10/10/2025
INV042819,PRD08154,WH031,1552,95,1457,8/20/2025
INV042820,PRD00433,WH027,5448,1173,4275,12/22/2025
INV042821,PRD03235,WH024,4515,1129,3386,8/15/2025
INV042822,PRD07188,WH012,9432,3571,5861,9/12/2025
INV042823,PRD06931,WH037,1152,116,1036,4/14/2026
INV042824,PRD05288,WH050,8676,1170,7506,12/20/2025
INV042825,PRD03869,WH040,7706,751,6955,10/21/2025
INV042826,PRD09689,WH037,3344,422,2922,1/24/2026
INV042827,PRD02519,WH023,1807,261,1546,12/30/2025
INV042828,PRD01218,WH041,7667,2714,4953,4/11/2026
INV042829,PRD07760,WH008,6867,297,6570,1/14/2026
INV042830,PRD06205,WH005,299,93,206,7/21/2025
INV042831,PRD01605,WH007,5015,1700,3315,12/27/2025
INV042832,PRD07953,WH038,4525,1776,2749,9/20/2025
INV042833,PRD05446,WH003,8821,1566,7255,10/23/2025
INV042834,PRD08399,WH007,1975,711,1264,3/1/2026
INV042835,PRD01266,WH003,2495,910,1585,5/17/2026
INV042836,PRD04505,WH003,4964,167,4797,10/8/2025
INV042837,PRD01006,WH004,2818,276,2542,6/7/2026
INV042838,PRD03541,WH033,5059,1469,3590,12/23/2025
INV042839,PRD01938,WH048,1962,259,1703,3/23/2026
INV042840,PRD08362,WH038,1211,89,1122,3/6/2026
INV042841,PRD05868,WH001,7169,2494,4675,7/8/2025
INV042842,PRD04645,WH010,7897,2124,5773,10/24/2025
INV042843,PRD02744,WH030,2949,670,2279,1/25/2026
INV042844,PRD06074,WH042,6203,48,6155,9/11/2025
INV042845,PRD00839,WH043,5420,1829,3591,11/22/2025
INV042846,PRD08237,WH033,5402,1639,3763,8/15/2025
INV042847,PRD07989,WH017,6296,805,5491,9/17/2025
INV042848,PRD04512,WH017,6371,98,6273,8/4/2025
INV042849,PRD08926,WH031,6518,2407,4111,5/24/2026
INV042850,PRD01359,WH020,3882,930,2952,3/26/2026
INV042851,PRD06964,WH013,4913,1433,3480,11/8/2025
INV042852,PRD05516,WH037,2485,198,2287,11/1/2025
INV042853,PRD02143,WH038,9113,796,8317,4/14/2026
INV042854,PRD06881,WH020,3139,904,2235,9/6/2025
INV042855,PRD05431,WH011,7482,1421,6061,7/31/2025
INV042856,PRD01998,WH012,6158,1004,5154,11/4/2025
INV042857,PRD07051,WH044,4208,1527,2681,11/23/2025
INV042858,PRD02708,WH034,2829,28,2801,7/18/2025
INV042859,PRD08906,WH006,4031,1281,2750,7/20/2025
INV042860,PRD01011,WH046,8446,165,8281,10/1/2025
INV042861,PRD01677,WH043,2398,478,1920,7/16/2025
INV042862,PRD06863,WH025,8847,1373,7474,6/23/2025
INV042863,PRD02009,WH043,8229,3208,5021,1/5/2026
INV042864,PRD08777,WH038,9873,2494,7379,8/29/2025
INV042865,PRD04716,WH046,2900,783,2117,4/5/2026
INV042866,PRD06783,WH038,6571,2516,4055,11/29/2025
INV042867,PRD03485,WH013,3991,1167,2824,4/4/2026
INV042868,PRD08713,WH008,4843,223,4620,4/19/2026
INV042869,PRD02725,WH037,4347,1289,3058,12/6/2025
INV042870,PRD01811,WH050,967,69,898,8/18/2025
INV042871,PRD03022,WH019,8061,2606,5455,5/29/2026
INV042872,PRD06645,WH032,490,122,368,5/4/2026
INV042873,PRD05225,WH011,5150,584,4566,4/25/2026
INV042874,PRD07978,WH031,8947,3363,5584,7/13/2025
INV042875,PRD00114,WH050,5156,443,4713,9/19/2025
INV042876,PRD01144,WH018,2813,654,2159,1/22/2026
INV042877,PRD02296,WH041,6952,1572,5380,8/7/2025
INV042878,PRD07509,WH044,6455,1770,4685,9/13/2025
INV042879,PRD06508,WH037,1619,50,1569,12/4/2025
INV042880,PRD08160,WH012,8146,891,7255,6/11/2026
INV042881,PRD06995,WH039,3151,633,2518,9/9/2025
INV042882,PRD06221,WH026,9724,1131,8593,4/17/2026
INV042883,PRD05198,WH026,620,160,460,6/19/2026
INV042884,PRD04396,WH021,2952,40,2912,10/3/2025
INV042885,PRD02027,WH012,1102,179,923,5/18/2026
INV042886,PRD04919,WH012,3058,192,2866,4/16/2026
INV042887,PRD00931,WH035,7295,479,6816,4/28/2026
INV042888,PRD06908,WH006,7214,2321,4893,6/23/2025
INV042889,PRD05683,WH010,9262,3424,5838,12/17/2025
INV042890,PRD03385,WH035,7540,584,6956,9/21/2025
INV042891,PRD07425,WH020,8016,670,7346,11/27/2025
INV042892,PRD06016,WH025,2834,5,2829,11/30/2025
INV042893,PRD04795,WH012,971,215,756,6/8/2026
INV042894,PRD04621,WH007,2198,159,2039,12/20/2025
INV042895,PRD03096,WH034,7797,2184,5613,7/3/2025
INV042896,PRD02558,WH024,4833,928,3905,2/1/2026
INV042897,PRD00446,WH015,3246,1024,2222,4/14/2026
INV042898,PRD08651,WH049,400,31,369,8/31/2025
INV042899,PRD02695,WH048,2057,552,1505,6/25/2025
INV042900,PRD08881,WH039,9944,1413,8531,1/6/2026
INV042901,PRD00174,WH030,4148,1536,2612,6/6/2026
INV042902,PRD02095,WH018,435,57,378,10/24/2025
INV042903,PRD01085,WH047,4498,179,4319,10/9/2025
INV042904,PRD06423,WH042,8199,1362,6837,7/21/2025
INV042905,PRD03874,WH036,6010,397,5613,8/7/2025
INV042906,PRD08556,WH019,5907,1762,4145,11/7/2025
INV042907,PRD07060,WH036,7299,851,6448,9/2/2025
INV042908,PRD06849,WH018,4782,729,4053,7/10/2025
INV042909,PRD00519,WH028,1945,757,1188,2/19/2026
INV042910,PRD09401,WH048,4170,1204,2966,1/18/2026
INV042911,PRD04213,WH002,7357,2765,4592,12/14/2025
INV042912,PRD09070,WH048,3550,885,2665,5/31/2026
INV042913,PRD05457,WH050,2757,1047,1710,5/21/2026
INV042914,PRD06961,WH045,3581,1349,2232,3/30/2026
INV042915,PRD03890,WH037,7657,2388,5269,2/25/2026
INV042916,PRD07686,WH002,4970,131,4839,9/4/2025
INV042917,PRD09262,WH049,4260,333,3927,8/12/2025
INV042918,PRD08074,WH042,3400,359,3041,6/14/2026
INV042919,PRD04791,WH017,5130,906,4224,1/23/2026
INV042920,PRD03513,WH004,4327,41,4286,2/2/2026
INV042921,PRD09467,WH040,8540,3313,5227,6/23/2025
INV042922,PRD02821,WH008,9887,2350,7537,1/7/2026
INV042923,PRD03537,WH025,4065,1431,2634,1/29/2026
INV042924,PRD02789,WH004,5994,1221,4773,1/3/2026
INV042925,PRD04922,WH018,1009,348,661,8/20/2025
INV042926,PRD08406,WH024,1928,220,1708,6/17/2026
INV042927,PRD04115,WH037,7848,1027,6821,11/27/2025
INV042928,PRD02101,WH035,5468,1855,3613,9/11/2025
INV042929,PRD05714,WH047,3983,977,3006,3/2/2026
INV042930,PRD05067,WH018,5093,1081,4012,11/19/2025
INV042931,PRD01215,WH026,4147,769,3378,4/20/2026
INV042932,PRD06710,WH025,1153,22,1131,8/27/2025
INV042933,PRD01477,WH024,2036,244,1792,11/23/2025
INV042934,PRD07252,WH021,6681,2305,4376,1/6/2026
INV042935,PRD02360,WH039,537,87,450,12/31/2025
INV042936,PRD01794,WH047,972,167,805,2/22/2026
INV042937,PRD03047,WH045,5565,245,5320,12/24/2025
INV042938,PRD04273,WH008,5792,1372,4420,11/7/2025
INV042939,PRD04439,WH043,5426,1326,4100,10/12/2025
INV042940,PRD04408,WH013,3696,1451,2245,10/30/2025
INV042941,PRD05322,WH013,8613,2171,6442,10/18/2025
INV042942,PRD04502,WH044,7593,218,7375,3/3/2026
INV042943,PRD09523,WH020,6611,1023,5588,3/6/2026
INV042944,PRD01032,WH031,1898,406,1492,9/22/2025
INV042945,PRD03539,WH018,8484,1599,6885,4/24/2026
INV042946,PRD07922,WH003,9209,144,9065,5/29/2026
INV042947,PRD02472,WH030,4151,97,4054,8/31/2025
INV042948,PRD07738,WH013,6947,2333,4614,11/7/2025
INV042949,PRD05694,WH025,2464,793,1671,5/26/2026
INV042950,PRD05378,WH023,1628,561,1067,10/13/2025
INV042951,PRD03467,WH039,7321,884,6437,10/21/2025
INV042952,PRD06844,WH034,7847,2790,5057,2/1/2026
INV042953,PRD00926,WH023,4580,85,4495,4/26/2026
INV042954,PRD01847,WH025,1204,336,868,11/20/2025
INV042955,PRD06078,WH040,1409,79,1330,9/19/2025
INV042956,PRD00326,WH014,9450,846,8604,12/24/2025
INV042957,PRD06319,WH043,7781,171,7610,5/5/2026
INV042958,PRD09196,WH025,295,89,206,11/10/2025
INV042959,PRD07288,WH045,9151,1176,7975,12/19/2025
