defect_id,product_id,supplier_id,warehouse_id,defect_type,defect_count,inspection_date,severity
DEF024899,PRD03835,SUP0454,WH011,Quality Failure,328,10/21/2024,Low
DEF024900,PRD02131,SUP0175,WH046,Expired Product,404,6/2/2026,Low
DEF024901,PRD02974,SUP0014,WH011,Packaging Damage,284,7/29/2023,Medium
DEF024902,PRD03619,SUP0421,WH023,Packaging Damage,16,11/3/2024,Critical
DEF024903,PRD00139,SUP0903,WH015,Broken Item,498,7/2/2023,Medium
DEF024904,PRD00933,SUP0056,WH019,Contamination,58,12/26/2024,Low
DEF024905,PRD06086,SUP0044,WH028,Quality Failure,335,10/7/2025,Medium
DEF024906,PRD04900,SUP0515,WH002,Contamination,180,9/12/2023,Medium
DEF024907,PRD03453,SUP0937,WH001,Label Error,186,8/15/2025,Medium
DEF024908,PRD05299,SUP0898,WH009,Broken Item,221,11/7/2023,Medium
DEF024909,PRD06005,SUP0294,WH016,Transit Damage,361,7/30/2024,High
DEF024910,PRD03013,SUP0466,WH041,Quality Failure,188,10/1/2024,Medium
DEF024911,PRD09101,SUP0225,WH008,Label Error,72,6/14/2023,Low
DEF024912,PRD00651,SUP0300,WH013,Expired Product,431,11/1/2024,Critical
DEF024913,PRD08578,SUP0808,WH021,Transit Damage,446,1/11/2024,Low
DEF024914,PRD01734,SUP0919,WH010,Expired Product,338,1/28/2024,Critical
DEF024915,PRD04104,SUP0941,WH019,Packaging Damage,112,2/22/2023,Low
DEF024916,PRD06718,SUP0091,WH030,Label Error,493,4/16/2026,Medium
DEF024917,PRD08579,SUP0235,WH042,Contamination,115,9/3/2024,Low
DEF024918,PRD07189,SUP0494,WH014,Transit Damage,38,4/13/2026,High
DEF024919,PRD09329,SUP0737,WH002,Broken Item,207,8/16/2024,Low
DEF024920,PRD07069,SUP0452,WH032,Label Error,266,2/5/2025,Medium
DEF024921,PRD05393,SUP0207,WH041,Transit Damage,484,8/30/2025,Medium
DEF024922,PRD08371,SUP0796,WH049,Label Error,117,11/21/2024,Medium
DEF024923,PRD02647,SUP0563,WH025,Quality Failure,265,11/24/2024,Low
DEF024924,PRD01174,SUP0790,WH028,Contamination,372,6/6/2023,High
DEF024925,PRD08570,SUP0698,WH010,Packaging Damage,82,5/12/2024,Critical
DEF024926,PRD09544,SUP0333,WH015,Packaging Damage,321,3/21/2023,High
DEF024927,PRD05220,SUP0237,WH019,Transit Damage,54,10/13/2023,High
DEF024928,PRD01032,SUP0484,WH044,Contamination,330,8/17/2025,Low
DEF024929,PRD05599,SUP0412,WH011,Packaging Damage,65,12/19/2023,Low
DEF024930,PRD01419,SUP0533,WH028,Quality Failure,285,12/20/2025,High
DEF024931,PRD00465,SUP0765,WH007,Expired Product,463,6/5/2023,Medium
DEF024932,PRD01899,SUP0928,WH015,Contamination,312,1/16/2026,Low
DEF024933,PRD03228,SUP0075,WH009,Broken Item,228,4/25/2023,Low
DEF024934,PRD00144,SUP0950,WH005,Expired Product,71,7/19/2025,Low
DEF024935,PRD07236,SUP0755,WH030,Transit Damage,34,6/1/2026,Medium
DEF024936,PRD03327,SUP0229,WH029,Broken Item,309,6/12/2026,Low
DEF024937,PRD09454,SUP0085,WH002,Transit Damage,484,12/25/2025,Low
DEF024938,PRD04360,SUP0213,WH015,Quality Failure,94,7/7/2023,Low
DEF024939,PRD09230,SUP0747,WH046,Packaging Damage,499,5/26/2023,High
DEF024940,PRD06112,SUP0302,WH019,Quality Failure,414,10/13/2025,Low
DEF024941,PRD02253,SUP0756,WH010,Transit Damage,258,9/29/2023,Low
DEF024942,PRD07498,SUP0456,WH040,Label Error,263,9/29/2024,Medium
DEF024943,PRD08024,SUP0478,WH029,Packaging Damage,414,10/24/2024,Critical
DEF024944,PRD07666,SUP0811,WH022,Contamination,195,1/5/2024,Critical
DEF024945,PRD04017,SUP0661,WH040,Contamination,209,6/30/2024,High
DEF024946,PRD08933,SUP0704,WH018,Quality Failure,331,5/17/2023,Low
DEF024947,PRD09554,SUP0247,WH038,Contamination,328,10/16/2024,Medium
DEF024948,PRD00201,SUP0441,WH028,Broken Item,199,6/18/2026,Low
DEF024949,PRD00688,SUP0738,WH040,Label Error,465,11/28/2024,Medium
DEF024950,PRD03913,SUP0492,WH047,Expired Product,383,8/31/2024,High
DEF024951,PRD09608,SUP0275,WH045,Expired Product,422,12/26/2024,High
DEF024952,PRD03544,SUP0242,WH038,Contamination,407,7/19/2025,High
DEF024953,PRD06966,SUP0375,WH039,Transit Damage,451,7/2/2024,Low
DEF024954,PRD04013,SUP0315,WH022,Expired Product,28,2/19/2023,Low
DEF024955,PRD06183,SUP0546,WH038,Transit Damage,33,7/28/2024,High
DEF024956,PRD03882,SUP0934,WH019,Quality Failure,79,8/23/2023,Medium
DEF024957,PRD02594,SUP0964,WH004,Expired Product,46,11/23/2023,Low
DEF024958,PRD07162,SUP0090,WH015,Expired Product,323,1/14/2026,Medium
DEF024959,PRD05227,SUP0720,WH025,Packaging Damage,53,7/28/2023,Medium
DEF024960,PRD07410,SUP0165,WH025,Packaging Damage,294,8/19/2023,Medium
DEF024961,PRD00973,SUP0595,WH028,Packaging Damage,327,6/11/2023,Medium
DEF024962,PRD06346,SUP0910,WH050,Quality Failure,485,8/1/2025,Critical
DEF024963,PRD02152,SUP0064,WH027,Expired Product,412,4/5/2024,Low
DEF024964,PRD00633,SUP0804,WH013,Transit Damage,200,8/28/2025,High
DEF024965,PRD07157,SUP0517,WH015,Transit Damage,396,12/10/2025,Medium
DEF024966,PRD03450,SUP0128,WH041,Broken Item,364,7/21/2024,Low
DEF024967,PRD03428,SUP0631,WH022,Transit Damage,271,2/3/2026,Low
DEF024968,PRD06028,SUP0309,WH029,Transit Damage,352,7/21/2023,Low
DEF024969,PRD00558,SUP0131,WH047,Packaging Damage,40,11/12/2024,High
DEF024970,PRD08181,SUP0823,WH029,Packaging Damage,411,11/17/2025,Medium
DEF024971,PRD03543,SUP0539,WH050,Expired Product,193,5/30/2025,High
DEF024972,PRD08650,SUP0945,WH029,Packaging Damage,379,7/27/2024,Medium
DEF024973,PRD03744,SUP0269,WH024,Broken Item,438,5/26/2024,Low
DEF024974,PRD07631,SUP0706,WH035,Quality Failure,446,8/16/2023,Low
DEF024975,PRD02126,SUP0896,WH021,Packaging Damage,259,2/23/2026,Low
DEF024976,PRD03685,SUP0153,WH047,Quality Failure,480,9/10/2023,Low
DEF024977,PRD08501,SUP0577,WH019,Transit Damage,300,1/20/2026,Medium
DEF024978,PRD05576,SUP0991,WH015,Expired Product,160,6/9/2024,High
DEF024979,PRD07160,SUP0021,WH036,Broken Item,47,12/12/2023,Medium
DEF024980,PRD09139,SUP0507,WH050,Packaging Damage,27,12/11/2023,Low
DEF024981,PRD06312,SUP0915,WH037,Broken Item,414,10/30/2023,Medium
DEF024982,PRD06633,SUP0409,WH001,Quality Failure,388,3/7/2025,Low
DEF024983,PRD03161,SUP0150,WH018,Transit Damage,348,12/15/2025,Medium
DEF024984,PRD09636,SUP0175,WH048,Transit Damage,121,9/1/2024,High
DEF024985,PRD00244,SUP0311,WH042,Quality Failure,55,3/1/2025,High
DEF024986,PRD07052,SUP0463,WH030,Broken Item,33,8/29/2023,Medium
DEF024987,PRD01335,SUP0116,WH033,Quality Failure,275,7/7/2025,Medium
DEF024988,PRD05293,SUP0605,WH008,Expired Product,357,4/18/2024,Low
DEF024989,PRD07248,SUP0631,WH002,Broken Item,223,11/6/2023,Low
DEF024990,PRD05465,SUP1000,WH016,Packaging Damage,491,4/6/2026,Medium
DEF024991,PRD02241,SUP0890,WH036,Label Error,488,10/22/2024,Low
DEF024992,PRD04762,SUP0888,WH030,Packaging Damage,122,5/19/2024,Low
DEF024993,PRD01656,SUP0863,WH001,Transit Damage,322,5/20/2025,Medium
DEF024994,PRD07437,SUP0780,WH019,Label Error,440,10/6/2023,Low
DEF024995,PRD05975,SUP0266,WH048,Transit Damage,317,2/24/2024,High
DEF024996,PRD02901,SUP0069,WH003,Packaging Damage,468,5/31/2025,Low
DEF024997,PRD00106,SUP0369,WH026,Contamination,323,4/29/2024,Low
DEF024998,PRD09740,SUP0647,WH008,Quality Failure,230,10/10/2025,Medium
DEF024999,PRD09984,SUP0116,WH033,Packaging Damage,439,6/22/2024,Low
DEF025000,PRD06016,SUP0952,WH008,Label Error,153,3/8/2024,Medium
DEF025001,PRD07364,SUP0416,WH008,Label Error,59,5/10/2024,Medium
DEF025002,PRD09696,SUP0617,WH041,Broken Item,168,7/20/2023,High
DEF025003,PRD06450,SUP0628,WH035,Contamination,372,8/24/2023,Low
DEF025004,PRD08674,SUP0216,WH014,Quality Failure,194,5/29/2023,Low
DEF025005,PRD07116,SUP0055,WH030,Expired Product,98,8/11/2024,Low
DEF025006,PRD02259,SUP0181,WH017,Broken Item,223,7/21/2024,Medium
DEF025007,PRD08111,SUP0169,WH008,Quality Failure,75,5/31/2024,High
DEF025008,PRD01061,SUP0496,WH042,Contamination,235,6/18/2023,Low
DEF025009,PRD04007,SUP0352,WH005,Packaging Damage,191,1/14/2025,High
DEF025010,PRD04351,SUP0737,WH016,Broken Item,90,8/27/2024,Low
DEF025011,PRD01747,SUP0863,WH026,Expired Product,33,3/14/2023,Medium
DEF025012,PRD04012,SUP0581,WH015,Packaging Damage,309,5/5/2023,Medium
DEF025013,PRD02036,SUP0023,WH045,Contamination,3,10/9/2025,Medium
DEF025014,PRD08396,SUP0553,WH030,Expired Product,463,1/11/2024,Low
DEF025015,PRD04370,SUP0578,WH012,Transit Damage,314,5/30/2025,High
DEF025016,PRD07163,SUP0403,WH042,Transit Damage,443,11/29/2023,Low
DEF025017,PRD07500,SUP0539,WH022,Transit Damage,165,4/18/2024,Low
DEF025018,PRD08602,SUP0823,WH024,Broken Item,110,1/26/2026,Low
DEF025019,PRD03058,SUP0116,WH046,Quality Failure,240,6/17/2023,Medium
DEF025020,PRD02613,SUP0785,WH041,Quality Failure,251,3/16/2026,Medium
DEF025021,PRD09834,SUP0998,WH032,Expired Product,28,3/30/2025,Medium
DEF025022,PRD05592,SUP0635,WH005,Expired Product,81,11/13/2025,Medium
DEF025023,PRD07457,SUP0996,WH044,Packaging Damage,366,1/10/2023,Low
DEF025024,PRD04437,SUP0756,WH001,Packaging Damage,409,11/28/2024,High
DEF025025,PRD01766,SUP0327,WH019,Broken Item,338,6/22/2025,Medium
DEF025026,PRD05298,SUP0100,WH024,Expired Product,23,5/22/2025,Medium
DEF025027,PRD02450,SUP0982,WH005,Label Error,14,9/26/2023,High
DEF025028,PRD06174,SUP0426,WH045,Contamination,226,9/23/2025,High
DEF025029,PRD02443,SUP0022,WH044,Transit Damage,408,8/25/2025,Critical
DEF025030,PRD07916,SUP0538,WH022,Contamination,211,1/31/2025,Medium
DEF025031,PRD06190,SUP0380,WH017,Label Error,158,10/1/2023,Critical
DEF025032,PRD08763,SUP0851,WH027,Contamination,220,7/2/2025,High
DEF025033,PRD05761,SUP0335,WH010,Contamination,261,6/7/2024,Low
DEF025034,PRD06777,SUP0860,WH026,Expired Product,116,5/11/2024,Low
DEF025035,PRD02788,SUP0231,WH026,Contamination,94,5/10/2024,Low
DEF025036,PRD03694,SUP0562,WH002,Label Error,288,6/4/2025,Medium
DEF025037,PRD04853,SUP0208,WH026,Quality Failure,203,10/20/2025,Low
DEF025038,PRD06477,SUP0854,WH023,Quality Failure,373,9/3/2024,High
DEF025039,PRD08676,SUP0270,WH033,Quality Failure,374,2/10/2025,High
DEF025040,PRD00817,SUP0575,WH039,Expired Product,355,6/25/2026,Low
DEF025041,PRD02531,SUP0381,WH012,Broken Item,326,5/7/2023,Low
DEF025042,PRD01794,SUP0514,WH008,Transit Damage,401,5/14/2026,Medium
DEF025043,PRD08635,SUP0949,WH046,Expired Product,121,3/1/2025,Low
DEF025044,PRD02664,SUP0416,WH047,Broken Item,492,9/27/2023,Medium
DEF025045,PRD05480,SUP0189,WH044,Contamination,460,9/27/2025,High
DEF025046,PRD02283,SUP0800,WH001,Expired Product,71,9/28/2024,Low
DEF025047,PRD08910,SUP0968,WH049,Transit Damage,286,4/15/2023,Medium
DEF025048,PRD08986,SUP0831,WH044,Quality Failure,33,3/23/2025,High
DEF025049,PRD06348,SUP0378,WH002,Label Error,264,12/25/2023,Medium
DEF025050,PRD00176,SUP0539,WH021,Contamination,320,11/3/2023,High
DEF025051,PRD07167,SUP0715,WH025,Contamination,249,3/16/2023,Low
DEF025052,PRD05824,SUP0651,WH041,Transit Damage,248,6/17/2025,Medium
DEF025053,PRD03459,SUP0846,WH028,Quality Failure,330,11/30/2025,High
DEF025054,PRD02923,SUP0570,WH004,Broken Item,331,9/29/2023,Critical
DEF025055,PRD08130,SUP0383,WH020,Packaging Damage,106,1/7/2023,Low
DEF025056,PRD09938,SUP0941,WH033,Transit Damage,314,1/15/2026,Critical
DEF025057,PRD08191,SUP0591,WH003,Label Error,203,2/21/2024,Low
DEF025058,PRD06855,SUP0502,WH017,Packaging Damage,281,4/4/2025,Medium
DEF025059,PRD08418,SUP0791,WH028,Quality Failure,446,10/4/2025,Low
DEF025060,PRD09285,SUP0288,WH012,Quality Failure,440,1/7/2024,High
DEF025061,PRD00322,SUP0557,WH010,Contamination,360,9/16/2024,High
DEF025062,PRD00839,SUP0531,WH023,Broken Item,425,3/1/2025,Medium
DEF025063,PRD06179,SUP0025,WH049,Broken Item,440,2/8/2024,High
DEF025064,PRD02392,SUP0371,WH032,Broken Item,430,9/5/2024,High
DEF025065,PRD08555,SUP0688,WH039,Packaging Damage,74,3/17/2023,Critical
DEF025066,PRD02453,SUP0783,WH004,Packaging Damage,290,5/4/2025,Medium
DEF025067,PRD02525,SUP0482,WH014,Quality Failure,259,12/25/2024,Low
DEF025068,PRD04119,SUP0149,WH021,Label Error,187,3/26/2023,Medium
DEF025069,PRD05330,SUP0389,WH014,Expired Product,258,2/23/2023,High
DEF025070,PRD02556,SUP0030,WH008,Packaging Damage,390,7/19/2023,Low
DEF025071,PRD01680,SUP0320,WH047,Quality Failure,204,7/13/2025,Low
DEF025072,PRD01129,SUP0159,WH035,Packaging Damage,310,4/1/2024,High
DEF025073,PRD02063,SUP0928,WH017,Packaging Damage,305,8/22/2024,Low
DEF025074,PRD01425,SUP0703,WH030,Contamination,329,4/16/2023,Low
DEF025075,PRD08615,SUP0860,WH038,Broken Item,468,3/18/2025,Low
DEF025076,PRD08852,SUP0882,WH004,Broken Item,371,2/7/2023,Medium
DEF025077,PRD00362,SUP0367,WH001,Broken Item,52,10/11/2025,Low
DEF025078,PRD09944,SUP0951,WH019,Packaging Damage,261,10/5/2023,High
DEF025079,PRD00615,SUP0515,WH033,Quality Failure,68,7/24/2023,High
DEF025080,PRD06868,SUP0799,WH007,Packaging Damage,462,7/24/2024,Medium
DEF025081,PRD08271,SUP0179,WH038,Transit Damage,164,1/22/2025,Medium
DEF025082,PRD08656,SUP0673,WH031,Label Error,167,7/25/2024,Low
DEF025083,PRD01303,SUP0745,WH020,Expired Product,380,4/28/2024,Low
DEF025084,PRD09929,SUP0215,WH042,Quality Failure,149,1/26/2023,High
DEF025085,PRD08375,SUP0763,WH048,Label Error,111,6/5/2023,Critical
DEF025086,PRD09014,SUP0165,WH019,Expired Product,91,8/15/2023,Critical
DEF025087,PRD03122,SUP0479,WH014,Expired Product,341,4/5/2025,Medium
DEF025088,PRD03266,SUP0893,WH035,Contamination,20,7/23/2023,Critical
DEF025089,PRD07198,SUP0984,WH049,Transit Damage,322,7/11/2024,High
DEF025090,PRD02608,SUP0805,WH032,Contamination,417,6/11/2025,Low
DEF025091,PRD09951,SUP0647,WH047,Quality Failure,111,9/21/2024,Medium
DEF025092,PRD09438,SUP0486,WH006,Transit Damage,330,10/13/2025,Low
DEF025093,PRD06709,SUP0099,WH043,Broken Item,63,7/4/2024,Low
DEF025094,PRD07631,SUP0706,WH005,Transit Damage,491,11/23/2025,Low
DEF025095,PRD07194,SUP0081,WH037,Quality Failure,474,3/1/2024,High
DEF025096,PRD04315,SUP0773,WH041,Contamination,34,2/17/2026,Low
DEF025097,PRD00530,SUP0583,WH030,Expired Product,257,5/11/2024,Medium
DEF025098,PRD06777,SUP0860,WH035,Quality Failure,268,5/24/2023,Medium
DEF025099,PRD08221,SUP0053,WH010,Packaging Damage,269,5/17/2024,Medium
DEF025100,PRD04099,SUP0963,WH007,Packaging Damage,214,11/21/2023,Medium
DEF025101,PRD00216,SUP0217,WH028,Label Error,150,4/26/2025,Medium
DEF025102,PRD04789,SUP0066,WH002,Contamination,327,3/7/2023,Medium
DEF025103,PRD09642,SUP0050,WH003,Contamination,212,5/21/2024,Medium
DEF025104,PRD09252,SUP0735,WH018,Broken Item,111,1/3/2026,Medium
DEF025105,PRD08187,SUP0835,WH048,Broken Item,454,6/13/2025,Low
DEF025106,PRD04163,SUP0399,WH036,Transit Damage,244,1/21/2025,High
DEF025107,PRD00529,SUP0351,WH046,Packaging Damage,261,1/27/2026,Low
DEF025108,PRD00505,SUP0323,WH020,Expired Product,109,2/11/2024,Low
DEF025109,PRD02212,SUP0406,WH033,Label Error,104,5/16/2024,Low
DEF025110,PRD01134,SUP0505,WH004,Expired Product,487,8/15/2023,Medium
DEF025111,PRD09729,SUP0399,WH046,Packaging Damage,216,2/28/2024,Medium
DEF025112,PRD09231,SUP0763,WH036,Label Error,299,10/19/2023,Critical
DEF025113,PRD00636,SUP0308,WH041,Contamination,311,5/18/2025,Medium
DEF025114,PRD04818,SUP0902,WH018,Contamination,443,5/30/2025,High
DEF025115,PRD02128,SUP0905,WH018,Contamination,232,5/22/2025,Medium
DEF025116,PRD06717,SUP0451,WH040,Expired Product,240,4/8/2024,Medium
DEF025117,PRD09744,SUP0212,WH016,Transit Damage,148,11/7/2025,Medium
DEF025118,PRD02027,SUP0790,WH038,Label Error,89,12/2/2023,Low
DEF025119,PRD02365,SUP0957,WH041,Transit Damage,106,12/10/2023,Medium
DEF025120,PRD00880,SUP0845,WH001,Packaging Damage,177,10/8/2023,Low
DEF025121,PRD08190,SUP0741,WH004,Label Error,434,5/31/2023,Low
DEF025122,PRD06921,SUP0194,WH046,Expired Product,489,6/1/2023,Low
DEF025123,PRD06016,SUP0952,WH016,Contamination,414,3/17/2025,Low
DEF025124,PRD09831,SUP0439,WH037,Broken Item,197,6/25/2025,Low
DEF025125,PRD00010,SUP0971,WH034,Contamination,211,8/19/2025,Medium
DEF025126,PRD01499,SUP0428,WH035,Expired Product,355,3/7/2025,High
DEF025127,PRD09307,SUP0744,WH019,Label Error,471,6/5/2025,Low
DEF025128,PRD04844,SUP0772,WH024,Contamination,439,11/28/2024,Medium
DEF025129,PRD03865,SUP0667,WH038,Quality Failure,155,4/8/2024,High
DEF025130,PRD09546,SUP0307,WH047,Contamination,380,7/25/2024,High
DEF025131,PRD06443,SUP0295,WH006,Transit Damage,207,2/20/2024,Low
DEF025132,PRD07034,SUP0454,WH049,Quality Failure,468,2/16/2025,Low
DEF025133,PRD02706,SUP0607,WH016,Quality Failure,478,4/24/2025,High
DEF025134,PRD06039,SUP0787,WH046,Broken Item,491,4/17/2023,Low
DEF025135,PRD02271,SUP0779,WH050,Broken Item,392,4/18/2024,Low
DEF025136,PRD02144,SUP0975,WH031,Expired Product,78,3/16/2024,Low
DEF025137,PRD02592,SUP0955,WH036,Expired Product,386,10/4/2025,High
DEF025138,PRD09460,SUP0535,WH050,Label Error,275,1/4/2025,Medium
DEF025139,PRD00489,SUP0895,WH010,Quality Failure,444,11/9/2024,High
DEF025140,PRD08339,SUP0269,WH034,Expired Product,471,2/13/2026,Low
DEF025141,PRD05729,SUP0516,WH028,Packaging Damage,107,6/29/2024,Low
DEF025142,PRD07620,SUP0863,WH040,Contamination,197,1/23/2023,Low
DEF025143,PRD01445,SUP0537,WH030,Transit Damage,487,6/26/2023,Medium
DEF025144,PRD06367,SUP0404,WH027,Packaging Damage,195,5/30/2026,Medium
DEF025145,PRD03650,SUP0365,WH009,Label Error,152,3/1/2025,Medium
DEF025146,PRD06075,SUP0613,WH049,Broken Item,127,8/2/2024,Medium
DEF025147,PRD01165,SUP0759,WH022,Quality Failure,230,3/23/2025,Medium
DEF025148,PRD00939,SUP0972,WH046,Expired Product,494,6/8/2025,Critical
DEF025149,PRD08101,SUP0592,WH014,Label Error,120,7/12/2025,High
DEF025150,PRD06049,SUP0915,WH018,Packaging Damage,407,6/8/2024,Medium
DEF025151,PRD04683,SUP0960,WH006,Packaging Damage,349,5/1/2024,Medium
DEF025152,PRD02158,SUP0401,WH047,Broken Item,127,8/17/2025,Low
DEF025153,PRD02376,SUP0797,WH039,Broken Item,376,7/31/2023,High
DEF025154,PRD06510,SUP0034,WH026,Broken Item,299,9/4/2023,Medium
DEF025155,PRD08440,SUP0781,WH022,Label Error,174,7/10/2024,Medium
DEF025156,PRD08181,SUP0823,WH045,Expired Product,345,3/1/2025,Medium
DEF025157,PRD09818,SUP0102,WH022,Contamination,176,12/26/2023,Low
DEF025158,PRD01826,SUP0270,WH019,Transit Damage,95,1/26/2023,Low
DEF025159,PRD02524,SUP0792,WH048,Packaging Damage,173,12/5/2025,Low
DEF025160,PRD04270,SUP0042,WH014,Packaging Damage,439,6/6/2026,Medium
DEF025161,PRD05787,SUP0517,WH013,Quality Failure,499,5/17/2024,Low
DEF025162,PRD03605,SUP0472,WH050,Broken Item,216,7/18/2025,Low
DEF025163,PRD06443,SUP0295,WH010,Packaging Damage,278,4/16/2023,Medium
DEF025164,PRD08105,SUP0779,WH007,Label Error,106,5/18/2025,High
DEF025165,PRD02490,SUP0687,WH032,Expired Product,62,2/28/2026,Medium
DEF025166,PRD08416,SUP0865,WH033,Transit Damage,214,2/2/2024,Critical
DEF025167,PRD06660,SUP0314,WH006,Quality Failure,246,1/13/2026,Medium
DEF025168,PRD08906,SUP0246,WH005,Packaging Damage,201,12/2/2024,High
DEF025169,PRD07969,SUP0488,WH039,Transit Damage,231,12/27/2024,Medium
DEF025170,PRD08079,SUP0063,WH045,Expired Product,168,5/10/2025,Low
DEF025171,PRD09314,SUP0512,WH020,Contamination,80,3/6/2026,Medium
DEF025172,PRD09539,SUP0700,WH046,Transit Damage,225,12/12/2025,High
DEF025173,PRD06737,SUP0867,WH048,Expired Product,81,3/12/2025,Medium
DEF025174,PRD07232,SUP0800,WH025,Label Error,286,11/30/2023,Medium
DEF025175,PRD06171,SUP0261,WH045,Contamination,227,11/2/2025,High
DEF025176,PRD04711,SUP0214,WH002,Transit Damage,20,1/29/2023,Medium
DEF025177,PRD08542,SUP0272,WH028,Broken Item,416,6/8/2026,Low
DEF025178,PRD06802,SUP0618,WH009,Packaging Damage,82,12/22/2025,Medium
DEF025179,PRD07516,SUP0161,WH048,Label Error,411,4/29/2026,Medium
DEF025180,PRD04927,SUP0466,WH035,Label Error,230,3/26/2024,Medium
DEF025181,PRD08971,SUP0499,WH047,Label Error,165,5/19/2023,High
DEF025182,PRD00988,SUP0947,WH002,Expired Product,295,6/21/2025,High
DEF025183,PRD02084,SUP0553,WH002,Broken Item,321,5/29/2023,Low
DEF025184,PRD03129,SUP0956,WH022,Transit Damage,324,10/2/2025,Low
DEF025185,PRD09751,SUP0567,WH027,Expired Product,87,10/19/2023,Low
DEF025186,PRD04814,SUP0653,WH009,Label Error,426,5/25/2025,Medium
DEF025187,PRD07627,SUP0424,WH046,Contamination,326,5/26/2024,Medium
DEF025188,PRD08471,SUP0115,WH048,Label Error,130,9/25/2025,Low
DEF025189,PRD08416,SUP0865,WH033,Quality Failure,382,1/17/2025,High
DEF025190,PRD08753,SUP0654,WH042,Label Error,283,2/28/2024,Medium
DEF025191,PRD01250,SUP0953,WH035,Expired Product,342,4/30/2024,Medium
DEF025192,PRD01430,SUP0117,WH029,Broken Item,10,1/18/2025,Low
DEF025193,PRD02315,SUP0978,WH035,Quality Failure,398,7/1/2023,Medium
DEF025194,PRD03560,SUP0462,WH013,Packaging Damage,241,10/18/2025,High
DEF025195,PRD08017,SUP0894,WH002,Quality Failure,280,2/22/2024,Medium
DEF025196,PRD09443,SUP0956,WH027,Expired Product,263,7/26/2023,Medium
DEF025197,PRD07641,SUP0893,WH033,Broken Item,447,11/15/2025,Medium
DEF025198,PRD08195,SUP0916,WH001,Transit Damage,414,1/21/2026,Low
DEF025199,PRD04258,SUP0866,WH006,Transit Damage,203,5/4/2026,Low
DEF025200,PRD03979,SUP0346,WH039,Transit Damage,257,5/15/2026,Medium
DEF025201,PRD02881,SUP0010,WH007,Broken Item,197,11/13/2024,Medium
DEF025202,PRD04688,SUP0349,WH043,Expired Product,128,6/11/2024,Low
DEF025203,PRD07739,SUP0086,WH038,Label Error,449,10/4/2025,Medium
DEF025204,PRD04043,SUP0936,WH016,Quality Failure,120,4/4/2023,Low
DEF025205,PRD05370,SUP0951,WH022,Expired Product,236,6/29/2026,Medium
DEF025206,PRD06381,SUP0922,WH031,Contamination,173,3/31/2023,Medium
DEF025207,PRD08696,SUP0341,WH028,Broken Item,19,3/3/2025,Medium
DEF025208,PRD06420,SUP0711,WH007,Expired Product,27,9/15/2025,Low
DEF025209,PRD03291,SUP0911,WH016,Label Error,42,5/29/2023,High
DEF025210,PRD00763,SUP0978,WH017,Packaging Damage,463,1/31/2023,Medium
DEF025211,PRD03447,SUP0475,WH023,Label Error,397,5/24/2026,Medium
DEF025212,PRD03146,SUP0026,WH037,Broken Item,231,1/4/2023,High
DEF025213,PRD05128,SUP0995,WH048,Broken Item,450,8/5/2023,Medium
DEF025214,PRD00575,SUP0553,WH029,Quality Failure,23,7/4/2024,Low
DEF025215,PRD09929,SUP0215,WH040,Label Error,350,5/8/2025,Low
DEF025216,PRD05076,SUP0167,WH036,Broken Item,485,11/29/2023,Critical
DEF025217,PRD02117,SUP0064,WH026,Packaging Damage,384,5/6/2026,Medium
DEF025218,PRD04335,SUP0159,WH006,Transit Damage,368,10/10/2025,High
DEF025219,PRD03750,SUP0458,WH038,Quality Failure,295,11/12/2023,Medium
DEF025220,PRD02507,SUP0970,WH001,Label Error,288,3/30/2026,Low
DEF025221,PRD07955,SUP0522,WH049,Expired Product,499,4/12/2024,Medium
DEF025222,PRD06006,SUP0633,WH013,Label Error,374,3/26/2026,Low
DEF025223,PRD06875,SUP0470,WH031,Transit Damage,34,3/12/2023,Low
DEF025224,PRD06619,SUP0577,WH048,Broken Item,80,7/22/2023,High
DEF025225,PRD01865,SUP0502,WH041,Label Error,367,12/30/2023,High
DEF025226,PRD00340,SUP0674,WH019,Contamination,396,6/26/2024,Low
DEF025227,PRD00543,SUP0066,WH037,Transit Damage,25,5/12/2024,Medium
DEF025228,PRD02344,SUP0477,WH009,Broken Item,386,1/16/2025,Critical
DEF025229,PRD06994,SUP0451,WH046,Broken Item,346,3/22/2024,High
DEF025230,PRD09828,SUP0967,WH026,Quality Failure,434,5/29/2023,High
DEF025231,PRD05857,SUP0961,WH022,Transit Damage,87,12/24/2024,High
DEF025232,PRD02737,SUP0677,WH042,Broken Item,104,11/6/2023,Low
DEF025233,PRD09858,SUP0076,WH015,Label Error,369,10/21/2024,Low
DEF025234,PRD05876,SUP0155,WH041,Expired Product,413,10/27/2025,Low
DEF025235,PRD07799,SUP0712,WH027,Label Error,397,10/29/2024,High
DEF025236,PRD01032,SUP0484,WH030,Label Error,498,8/18/2023,Medium
DEF025237,PRD00790,SUP0581,WH049,Contamination,443,9/6/2025,Medium
DEF025238,PRD09835,SUP0240,WH035,Broken Item,448,2/15/2023,High
DEF025239,PRD03382,SUP0319,WH005,Contamination,28,12/26/2024,High
DEF025240,PRD06163,SUP0283,WH002,Expired Product,24,10/30/2024,Low
DEF025241,PRD08756,SUP0320,WH006,Packaging Damage,406,5/23/2026,High
DEF025242,PRD06879,SUP0622,WH044,Packaging Damage,86,5/21/2024,Low
