product_id,warehouse_id,category,brand,unit_price,unit_cost,lead_time_days,supplier_id,reorder_point,safety_stock,stock_on_hand,stock_reserved,available_stock,avg_daily_demand,forecasted_demand,reorder_quantity
PRD02705,WH014,Fruits & Vegetables,NaturePlus,425.4,360.95,12,SUP0774,243,76,8315,1128,7187,0.0,0.0,0
PRD08902,WH028,Beverages,MegaStore,705.24,460.6,10,SUP0472,178,52,7177,1202,5975,0.0,0.0,0
PRD06300,WH042,Beverages,MegaStore,69.14,45.86,19,SUP0892,164,60,8993,444,8549,3.642857142857143,69.21428571428571,0
PRD08850,WH018,Packaged Foods,QuickBite,432.31,314.03,21,SUP0077,160,77,1654,416,1238,0.0,0.0,0
PRD09559,WH041,Fruits & Vegetables,ValuePlus,682.93,466.01,27,SUP0364,196,77,9592,78,9514,0.0,0.0,0
PRD09944,WH021,Dairy,ValuePlus,174.55,114.15,8,SUP0951,103,59,2621,1002,1619,3.642857142857143,29.142857142857142,0
PRD05139,WH011,Snacks,DailyChoice,526.81,387.57,27,SUP0466,24,21,4287,1498,2789,0.0,0.0,0
PRD00447,WH009,Dairy,UrbanFresh,608.35,452.59,9,SUP0745,205,11,6191,1719,4472,6.214285714285714,55.92857142857143,0
PRD02912,WH015,Snacks,MegaStore,318.35,237.95,25,SUP0291,157,29,7429,2476,4953,0.0,0.0,0
PRD06703,WH012,Cleaning Supplies,PremiumSelect,198.45,169.51,14,SUP0634,291,74,4010,408,3602,5.928571428571429,83.0,0
PRD06660,WH030,Beverages,FamilyChoice,592.1,391.46,19,SUP0314,97,30,2720,335,2385,0.0,0.0,0
PRD02257,WH022,Snacks,PureLife,129.9,89.5,18,SUP0664,235,66,5604,1078,4526,0.0,0.0,0
PRD07255,WH021,Cleaning Supplies,PremiumSelect,368.96,263.8,3,SUP0455,270,56,7185,238,6947,0.0,0.0,0
PRD00640,WH037,Snacks,HappyHome,186.88,157.9,26,SUP0280,118,6,7737,1505,6232,0.0,0.0,0
PRD09456,WH016,Frozen Foods,HomeEssentials,712.26,449.3,22,SUP0137,228,35,9272,2142,7130,4.214285714285714,92.71428571428572,0
PRD00960,WH039,Snacks,SuperFresh,488.9,317.28,4,SUP0552,74,44,6025,1927,4098,5.571428571428571,22.285714285714285,0
PRD07913,WH029,Fruits & Vegetables,GreenHarvest,189.71,156.22,10,SUP0601,153,40,110,43,67,1.5714285714285714,15.714285714285714,126
PRD05278,WH017,Dairy,GreenHarvest,233.83,172.8,2,SUP0222,151,13,672,209,463,5.785714285714286,11.571428571428571,0
PRD04326,WH039,Dairy,MegaStore,419.1,352.25,16,SUP0987,290,66,525,68,457,1.2142857142857142,19.428571428571427,0
PRD03626,WH038,Dairy,GoldenHarvest,624.18,402.8,12,SUP0911,291,62,9420,2301,7119,1.0,12.0,0
PRD05857,WH020,Fruits & Vegetables,PureLife,341.13,254.99,27,SUP0961,137,86,7287,73,7214,0.0,0.0,0
PRD04684,WH015,Packaged Foods,PremiumSelect,303.9,237.33,7,SUP0411,61,98,1983,761,1222,8.357142857142858,58.5,0
PRD09402,WH029,Household,QuickBite,164.87,123.35,16,SUP0386,158,96,625,157,468,0.0,0.0,0
PRD09317,WH047,Personal Care,SmartChoice,152.36,123.61,13,SUP0977,92,41,1562,500,1062,0.42857142857142855,5.571428571428571,0
PRD09083,WH042,Personal Care,ValuePlus,167.13,122.44,17,SUP0881,183,19,4189,712,3477,0.0,0.0,0
PRD01559,WH046,Dairy,FreshMart,339.95,241.3,22,SUP0227,218,42,7110,2449,4661,7.071428571428571,155.57142857142856,0
PRD06796,WH011,Bakery,SmartChoice,695.41,438.66,7,SUP0187,114,9,6365,2452,3913,2.0,14.0,0
PRD08316,WH002,Dairy,ValuePlus,238.79,191.79,20,SUP0216,99,44,8742,1589,7153,0.0,0.0,0
PRD04884,WH019,Beverages,PureHarvest,182.2,130.94,29,SUP0940,116,58,2926,1169,1757,0.0,0.0,0
PRD01600,WH001,Bakery,FamilyChoice,96.94,62.86,21,SUP0872,136,7,8969,2039,6930,0.0,0.0,0
PRD00307,WH003,Packaged Foods,PureHarvest,656.83,427.29,14,SUP0132,223,19,3850,943,2907,0.0,0.0,0
PRD02977,WH037,Frozen Foods,SmartChoice,252.02,161.12,16,SUP0031,198,94,889,0,889,0.0,0.0,0
PRD04241,WH036,Personal Care,GreenHarvest,500.2,326.39,24,SUP0252,157,78,833,51,782,2.2857142857142856,54.857142857142854,0
PRD04513,WH027,Dairy,ValuePlus,759.76,484.93,27,SUP0628,199,20,8302,1815,6487,3.142857142857143,84.85714285714286,0
PRD09355,WH035,Snacks,PureHarvest,76.51,48.28,20,SUP0870,293,22,9932,1325,8607,0.0,0.0,0
PRD07761,WH039,Household,EcoLiving,537.72,343.94,24,SUP0763,153,70,3540,143,3397,1.3571428571428572,32.57142857142857,0
PRD08214,WH032,Cleaning Supplies,PureLife,587.4,370.73,15,SUP0778,108,16,408,40,368,0.0,0.0,0
PRD07581,WH045,Dairy,HealthySelect,140.55,95.58,3,SUP0751,41,11,3590,775,2815,1.5714285714285714,4.714285714285714,0
PRD06015,WH002,Snacks,NaturePlus,38.89,26.93,2,SUP0550,28,89,4316,312,4004,4.0,8.0,0
PRD05301,WH050,Cleaning Supplies,PureHarvest,454.24,373.26,30,SUP0755,103,86,2279,432,1847,3.2857142857142856,98.57142857142857,0
PRD00593,WH012,Fruits & Vegetables,HappyHome,422.09,277.95,2,SUP0719,273,91,6104,970,5134,0.0,0.0,0
PRD07009,WH038,Personal Care,SuperFresh,326.77,251.12,26,SUP0659,138,18,2997,634,2363,0.0,0.0,0
PRD02381,WH023,Frozen Foods,GoldenHarvest,112.81,74.45,18,SUP0420,294,47,801,296,505,0.0,0.0,0
PRD01993,WH045,Personal Care,SuperFresh,72.5,51.23,2,SUP0104,148,87,1967,292,1675,0.0,0.0,0
PRD08350,WH037,Personal Care,PrimeFoods,242.31,184.43,12,SUP0296,48,56,9428,731,8697,0.0,0.0,0
PRD09272,WH004,Dairy,SuperFresh,270.24,172.21,13,SUP0601,165,51,8815,2965,5850,0.0,0.0,0
PRD02401,WH004,Cleaning Supplies,HappyHome,44.7,37.63,19,SUP0034,32,72,4325,128,4197,4.714285714285714,89.57142857142857,0
PRD06267,WH022,Frozen Foods,GoldenHarvest,647.42,406.97,3,SUP0618,261,25,7829,184,7645,0.0,0.0,0
PRD02925,WH011,Frozen Foods,ValuePlus,281.4,185.0,7,SUP0131,98,18,3437,969,2468,3.7857142857142856,26.5,0
PRD09574,WH048,Cleaning Supplies,FreshMart,437.41,319.36,11,SUP0919,265,32,306,83,223,6.142857142857143,67.57142857142857,74
PRD03153,WH050,Snacks,PureLife,307.61,205.15,13,SUP0671,130,26,4269,740,3529,0.0,0.0,0
PRD08894,WH016,Bakery,PureHarvest,497.07,340.17,17,SUP0098,36,88,3896,860,3036,11.142857142857142,189.42857142857142,0
PRD06438,WH040,Packaged Foods,GreenHarvest,637.19,492.46,14,SUP0340,164,79,1416,14,1402,0.0,0.0,0
PRD01373,WH039,Bakery,PrimeFoods,572.85,411.56,3,SUP0669,187,56,7173,2717,4456,1.5714285714285714,4.714285714285714,0
PRD05278,WH031,Dairy,GreenHarvest,233.83,172.8,2,SUP0222,151,13,2438,737,1701,5.785714285714286,11.571428571428571,0
PRD05719,WH039,Fruits & Vegetables,SmartChoice,510.44,370.61,18,SUP0546,296,72,9643,1691,7952,0.0,0.0,0
PRD03827,WH006,Snacks,ValuePlus,291.9,198.28,13,SUP0188,286,71,2266,137,2129,0.0,0.0,0
PRD01234,WH005,Packaged Foods,PremiumSelect,64.95,55.59,27,SUP0207,291,58,8945,2118,6827,0.0,0.0,0
PRD01526,WH029,Personal Care,SuperFresh,65.96,55.62,8,SUP0433,201,77,2685,866,1819,0.0,0.0,0
PRD01649,WH036,Snacks,FamilyChoice,373.26,291.86,27,SUP0465,177,17,3307,895,2412,0.0,0.0,0
PRD03874,WH002,Dairy,GreenHarvest,436.16,275.59,3,SUP0600,193,72,9708,556,9152,0.0,0.0,0
PRD08183,WH020,Packaged Foods,QuickBite,328.55,222.04,7,SUP0745,232,54,7896,2992,4904,0.0,0.0,0
PRD00693,WH028,Household,PremiumSelect,721.09,495.89,30,SUP0826,179,52,560,44,516,0.0,0.0,0
PRD02679,WH021,Fruits & Vegetables,MegaStore,123.09,88.47,17,SUP0997,123,93,1214,76,1138,0.0,0.0,0
PRD00858,WH023,Packaged Foods,GoldenHarvest,487.72,321.69,21,SUP0165,106,65,2805,841,1964,4.714285714285714,99.0,0
PRD03845,WH018,Personal Care,MegaStore,345.13,242.02,3,SUP0613,163,59,5188,1052,4136,0.0,0.0,0
PRD08834,WH033,Dairy,HappyHome,167.37,119.1,4,SUP0763,291,61,4275,1654,2621,0.0,0.0,0
PRD09026,WH009,Household,QuickBite,656.63,497.12,26,SUP0735,200,96,2773,88,2685,0.2857142857142857,7.428571428571428,0
PRD04036,WH031,Snacks,FamilyChoice,132.03,107.75,3,SUP0833,149,42,7828,1941,5887,7.357142857142857,22.07142857142857,0
PRD00483,WH047,Packaged Foods,FreshMart,40.53,30.11,5,SUP0564,63,13,5980,968,5012,2.5,12.5,0
PRD04272,WH049,Personal Care,GreenHarvest,60.47,39.37,24,SUP0913,218,65,4704,1091,3613,2.857142857142857,68.57142857142857,0
PRD02223,WH032,Beverages,HappyHome,492.05,417.11,18,SUP0526,131,93,9995,65,9930,0.0,0.0,0
PRD03640,WH010,Snacks,QuickBite,503.29,385.59,13,SUP0819,68,16,765,20,745,0.0,0.0,0
PRD01477,WH014,Packaged Foods,ValuePlus,274.72,215.89,29,SUP0479,263,27,3196,652,2544,0.42857142857142855,12.428571428571427,0
PRD07714,WH037,Personal Care,DailyChoice,197.05,146.8,24,SUP0240,267,90,3675,221,3454,0.0,0.0,0
PRD08861,WH004,Cleaning Supplies,NaturePlus,187.67,121.81,3,SUP0421,204,40,3522,249,3273,3.2142857142857144,9.642857142857142,0
PRD01620,WH017,Beverages,UrbanFresh,406.98,287.13,22,SUP0317,219,88,9827,2672,7155,0.0,0.0,0
PRD02013,WH004,Packaged Foods,UrbanFresh,343.2,249.24,18,SUP0041,66,84,7763,1220,6543,0.0,0.0,0
PRD07450,WH049,Packaged Foods,NaturePlus,158.88,107.71,8,SUP0734,32,26,1168,50,1118,9.571428571428571,76.57142857142857,0
PRD04333,WH047,Cleaning Supplies,PureHarvest,370.55,319.65,26,SUP0163,124,14,8815,1629,7186,0.0,0.0,0
PRD06298,WH036,Snacks,PureHarvest,199.04,143.62,22,SUP0437,197,23,9887,1051,8836,7.071428571428571,155.57142857142856,0
PRD03721,WH016,Frozen Foods,PremiumSelect,578.96,397.84,6,SUP0958,280,31,422,105,317,6.357142857142857,38.14285714285714,0
PRD07220,WH010,Personal Care,GreenHarvest,407.52,300.54,23,SUP0026,39,35,3869,175,3694,0.0,0.0,0
PRD09103,WH050,Cleaning Supplies,FreshMart,373.16,304.2,5,SUP0477,249,46,3447,55,3392,4.071428571428571,20.357142857142854,0
PRD02440,WH043,Cleaning Supplies,HomeEssentials,579.39,424.63,29,SUP0279,40,40,2435,815,1620,4.428571428571429,128.42857142857144,0
PRD04204,WH023,Packaged Foods,HomeEssentials,121.19,88.35,22,SUP0346,165,79,8790,2882,5908,3.2857142857142856,72.28571428571428,0
PRD05435,WH031,Snacks,PrimeFoods,590.11,452.52,19,SUP0471,277,38,758,150,608,0.0,0.0,0
PRD01365,WH029,Snacks,HomeEssentials,411.5,305.04,28,SUP0757,151,7,175,56,119,3.142857142857143,88.0,39
PRD02132,WH018,Beverages,SuperFresh,373.94,267.74,25,SUP0085,299,24,6742,1844,4898,0.0,0.0,0
PRD01882,WH016,Dairy,HealthySelect,241.58,154.99,22,SUP0660,74,57,6165,1596,4569,5.5,121.0,0
PRD04321,WH029,Beverages,SmartChoice,205.04,167.72,6,SUP0917,244,67,3726,390,3336,0.0,0.0,0
PRD08601,WH035,Frozen Foods,SmartChoice,68.88,43.25,11,SUP0174,123,18,984,100,884,1.7857142857142858,19.642857142857142,0
PRD04120,WH018,Cleaning Supplies,HealthySelect,583.87,471.15,11,SUP0793,218,47,9128,1296,7832,1.7142857142857142,18.857142857142858,0
PRD08098,WH042,Fruits & Vegetables,EcoLiving,118.74,94.3,25,SUP0571,96,43,1901,167,1734,5.357142857142857,133.92857142857142,0
PRD09970,WH040,Cleaning Supplies,PremiumSelect,537.98,365.68,4,SUP0427,230,32,7183,273,6910,0.0,0.0,0
PRD09851,WH041,Snacks,GoldenHarvest,113.24,77.55,11,SUP0389,138,42,2424,47,2377,9.142857142857142,100.57142857142857,0
PRD03543,WH048,Frozen Foods,QuickBite,336.03,271.27,16,SUP0539,238,46,9700,1855,7845,0.0,0.0,0
PRD09028,WH003,Cleaning Supplies,GoldenHarvest,485.24,326.47,14,SUP0648,152,53,4979,1223,3756,0.0,0.0,0
PRD06950,WH045,Packaged Foods,ValuePlus,159.39,116.38,8,SUP0098,154,68,5506,1456,4050,0.0,0.0,0
PRD04829,WH013,Snacks,HomeEssentials,319.34,229.22,3,SUP0867,204,95,2780,118,2662,4.357142857142857,13.07142857142857,0
PRD04382,WH020,Dairy,PureHarvest,240.08,166.89,20,SUP0606,276,73,367,25,342,0.0,0.0,7
PRD06326,WH017,Beverages,ValuePlus,398.03,339.13,13,SUP0846,161,76,5850,1245,4605,6.928571428571429,90.07142857142857,0
PRD09459,WH025,Fruits & Vegetables,HomeEssentials,396.38,310.22,18,SUP0427,171,88,9995,1931,8064,0.0,0.0,0
PRD03649,WH018,Packaged Foods,MegaStore,457.79,338.83,28,SUP0217,64,32,5150,2031,3119,0.0,0.0,0
PRD03204,WH044,Dairy,PremiumSelect,42.36,31.34,16,SUP0602,273,20,6910,1470,5440,2.7142857142857144,43.42857142857143,0
PRD07882,WH039,Dairy,EcoLiving,610.12,448.93,25,SUP0970,119,50,2015,535,1480,0.0,0.0,0
PRD07705,WH009,Dairy,GoldenHarvest,180.59,128.63,11,SUP0403,89,62,8996,3297,5699,2.5,27.5,0
PRD09661,WH033,Fruits & Vegetables,SuperFresh,326.86,209.85,20,SUP0095,270,51,5411,1361,4050,3.9285714285714284,78.57142857142857,0
PRD00803,WH012,Beverages,QuickBite,552.65,414.11,26,SUP0562,252,17,5807,306,5501,5.642857142857143,146.71428571428572,0
PRD05593,WH025,Packaged Foods,MegaStore,426.48,364.61,17,SUP0796,162,5,386,62,324,0.0,0.0,0
PRD05884,WH044,Frozen Foods,SuperFresh,336.24,291.92,12,SUP0518,117,52,9484,2038,7446,0.0,0.0,0
PRD08124,WH043,Personal Care,SuperFresh,404.64,316.77,9,SUP0842,255,33,5499,433,5066,0.0,0.0,0
PRD03105,WH042,Frozen Foods,HomeEssentials,634.83,424.5,7,SUP0209,221,51,875,206,669,1.1428571428571428,8.0,0
PRD07738,WH006,Snacks,FreshMart,686.35,478.96,14,SUP0557,173,44,9699,2940,6759,0.0,0.0,0
PRD03396,WH028,Personal Care,UrbanFresh,361.21,260.24,28,SUP0678,216,14,3739,1162,2577,3.2142857142857144,90.0,0
PRD01733,WH003,Frozen Foods,FreshMart,150.1,102.27,10,SUP0511,216,8,5886,1207,4679,0.0,0.0,0
PRD08476,WH032,Snacks,SmartChoice,660.12,439.49,26,SUP0740,86,93,7001,799,6202,6.142857142857143,159.71428571428572,0
PRD01774,WH038,Snacks,QuickBite,78.53,52.88,26,SUP0253,219,64,5221,826,4395,0.0,0.0,0
PRD09634,WH002,Beverages,FamilyChoice,536.42,387.86,5,SUP0289,91,33,1946,137,1809,0.0,0.0,0
PRD09188,WH039,Household,HappyHome,425.02,325.27,26,SUP0731,229,98,2732,661,2071,0.0,0.0,0
PRD05539,WH014,Dairy,FamilyChoice,633.21,466.47,5,SUP0186,85,94,9486,2045,7441,0.0,0.0,0
PRD08112,WH019,Dairy,HealthySelect,192.19,140.81,12,SUP0031,81,31,1181,95,1086,6.428571428571429,77.14285714285714,0
PRD02216,WH003,Packaged Foods,NaturePlus,608.29,460.51,19,SUP0289,168,27,9755,1863,7892,0.0,0.0,0
PRD03757,WH004,Beverages,SuperFresh,195.38,158.68,29,SUP0018,139,59,1907,397,1510,4.642857142857143,134.64285714285717,0
PRD00603,WH030,Personal Care,GreenHarvest,514.04,343.61,25,SUP0442,243,59,5357,756,4601,5.285714285714286,132.14285714285714,0
PRD03477,WH039,Packaged Foods,SuperFresh,73.61,57.12,29,SUP0873,43,56,885,169,716,3.2142857142857144,93.21428571428572,0
PRD07922,WH047,Bakery,HealthySelect,127.22,79.64,23,SUP0124,285,100,6338,1644,4694,5.785714285714286,133.07142857142856,0
PRD01499,WH049,Fruits & Vegetables,GreenHarvest,408.87,327.82,22,SUP0428,244,12,6180,2366,3814,12.857142857142858,282.8571428571429,0
PRD08304,WH038,Household,HappyHome,785.12,493.47,18,SUP0394,151,86,2687,1016,1671,0.0,0.0,0
PRD00232,WH018,Beverages,FamilyChoice,343.88,242.57,13,SUP0205,198,52,8160,1477,6683,0.0,0.0,0
PRD03619,WH049,Fruits & Vegetables,EcoLiving,617.05,407.52,19,SUP0421,80,11,4117,285,3832,0.0,0.0,0
PRD08189,WH006,Bakery,PureLife,163.67,122.05,5,SUP0535,247,10,7953,238,7715,7.857142857142857,39.285714285714285,0
PRD04192,WH001,Bakery,UrbanFresh,382.84,278.05,18,SUP0342,185,69,1043,306,737,0.42857142857142855,7.7142857142857135,0
PRD05793,WH017,Dairy,GoldenHarvest,579.88,399.27,6,SUP0729,183,34,7993,2768,5225,2.2142857142857144,13.285714285714286,0
PRD07043,WH044,Personal Care,GreenHarvest,359.9,230.39,20,SUP0779,71,62,2295,759,1536,7.928571428571429,158.57142857142858,0
PRD06408,WH027,Bakery,NaturePlus,432.11,307.5,19,SUP0178,97,12,8930,3092,5838,3.642857142857143,69.21428571428571,0
PRD08428,WH007,Frozen Foods,UrbanFresh,571.05,455.6,16,SUP0774,230,81,5332,655,4677,0.0,0.0,0
PRD02050,WH013,Fruits & Vegetables,HappyHome,335.43,291.24,25,SUP0407,170,27,9406,71,9335,6.642857142857143,166.07142857142858,0
PRD08068,WH041,Beverages,QuickBite,319.32,246.1,28,SUP0947,257,55,7964,1420,6544,11.571428571428571,324.0,0
PRD04771,WH044,Packaged Foods,GreenHarvest,244.94,196.97,24,SUP0800,172,50,3518,366,3152,0.0,0.0,0
PRD02278,WH009,Snacks,EcoLiving,431.21,345.28,8,SUP0049,214,94,796,255,541,0.0,0.0,0
PRD07898,WH047,Bakery,PrimeFoods,685.36,444.02,22,SUP0710,170,51,2417,211,2206,2.5714285714285716,56.57142857142858,0
PRD09278,WH018,Fruits & Vegetables,MegaStore,619.6,490.42,25,SUP0310,60,35,8253,844,7409,12.5,312.5,0
PRD06319,WH047,Dairy,PureHarvest,553.47,467.07,30,SUP0770,231,73,6625,2065,4560,3.7142857142857144,111.42857142857143,0
PRD03750,WH038,Cleaning Supplies,FamilyChoice,163.64,136.42,17,SUP0458,147,39,1162,377,785,0.0,0.0,0
PRD00682,WH049,Frozen Foods,SuperFresh,70.11,57.49,23,SUP0752,93,75,6469,2388,4081,0.0,0.0,0
PRD02372,WH036,Dairy,ValuePlus,407.79,286.25,19,SUP0137,83,13,7294,2373,4921,4.785714285714286,90.92857142857143,0
PRD05589,WH018,Frozen Foods,GreenHarvest,557.54,481.94,11,SUP0791,181,49,321,89,232,0.0,0.0,0
PRD08858,WH038,Snacks,FamilyChoice,219.0,185.11,13,SUP0489,210,39,3301,637,2664,0.0,0.0,0
PRD04123,WH032,Snacks,ValuePlus,76.48,49.91,21,SUP0273,137,88,1621,445,1176,0.0,0.0,0
PRD05277,WH043,Fruits & Vegetables,DailyChoice,139.06,104.2,7,SUP0350,283,50,7647,1553,6094,0.0,0.0,0
PRD05102,WH020,Bakery,SmartChoice,461.48,385.64,11,SUP0313,148,34,9516,1574,7942,4.857142857142857,53.42857142857142,0
PRD04437,WH010,Personal Care,HomeEssentials,555.79,394.49,8,SUP0756,220,75,5891,1095,4796,0.0,0.0,0
PRD08380,WH008,Fruits & Vegetables,MegaStore,292.8,202.06,7,SUP0210,285,71,3164,779,2385,0.0,0.0,0
PRD05997,WH007,Beverages,EcoLiving,605.89,459.22,27,SUP0923,69,50,813,47,766,0.0,0.0,0
PRD05524,WH034,Cleaning Supplies,QuickBite,451.31,286.19,26,SUP0361,217,72,5571,1817,3754,0.0,0.0,0
PRD03807,WH016,Frozen Foods,GoldenHarvest,456.16,331.04,7,SUP0709,217,22,9346,3596,5750,0.0,0.0,0
PRD02951,WH035,Bakery,ValuePlus,433.5,314.09,20,SUP0439,239,8,8916,1398,7518,5.5,110.0,0
PRD08090,WH046,Snacks,PremiumSelect,502.58,315.76,6,SUP0835,72,68,1686,86,1600,0.0,0.0,0
PRD09808,WH016,Bakery,SuperFresh,480.61,337.87,11,SUP0078,200,97,4199,1267,2932,2.4285714285714284,26.71428571428571,0
PRD02536,WH003,Snacks,MegaStore,181.98,121.64,7,SUP0108,86,32,9360,2764,6596,7.5,52.5,0
PRD00614,WH015,Household,MegaStore,180.88,147.95,27,SUP0176,74,94,2840,1006,1834,0.0,0.0,0
PRD04398,WH007,Fruits & Vegetables,QuickBite,521.66,449.06,3,SUP0728,26,92,6327,1100,5227,0.0,0.0,0
PRD04232,WH017,Bakery,HappyHome,372.92,291.2,8,SUP0445,290,17,8680,1067,7613,0.0,0.0,0
PRD02744,WH010,Personal Care,GreenHarvest,76.65,54.26,11,SUP0375,273,39,8102,1696,6406,6.214285714285714,68.35714285714286,0
PRD06982,WH010,Personal Care,NaturePlus,573.95,415.71,19,SUP0069,263,49,9142,1860,7282,4.214285714285714,80.07142857142857,0
PRD00529,WH049,Packaged Foods,GoldenHarvest,282.62,190.25,28,SUP0351,141,61,9358,1483,7875,12.214285714285714,342.0,0
PRD07334,WH045,Snacks,PrimeFoods,376.77,281.68,26,SUP0594,49,7,586,106,480,0.0,0.0,0
PRD01165,WH031,Frozen Foods,PureHarvest,481.79,318.47,27,SUP0759,26,16,2401,674,1727,0.0,0.0,0
PRD08328,WH031,Packaged Foods,PremiumSelect,104.21,87.39,18,SUP0680,38,100,3927,1539,2388,0.0,0.0,0
PRD01144,WH007,Packaged Foods,PremiumSelect,159.0,130.54,22,SUP0088,223,24,200,16,184,5.142857142857143,113.14285714285715,63
PRD05700,WH001,Packaged Foods,FreshMart,420.54,290.11,9,SUP0616,118,100,349,41,308,0.0,0.0,0
PRD09742,WH016,Fruits & Vegetables,PrimeFoods,362.55,288.07,10,SUP0605,295,31,476,38,438,0.0,0.0,0
PRD03117,WH026,Fruits & Vegetables,UrbanFresh,215.64,163.53,19,SUP0431,217,61,6204,74,6130,0.0,0.0,0
PRD07785,WH037,Snacks,HealthySelect,114.67,89.92,11,SUP0002,128,53,5155,1011,4144,1.4285714285714286,15.714285714285715,0
PRD04213,WH031,Bakery,FreshMart,259.74,214.31,19,SUP0552,27,68,4629,189,4440,0.0,0.0,0
PRD05220,WH034,Household,PureLife,366.08,275.96,22,SUP0237,286,78,6582,599,5983,0.0,0.0,0
PRD01894,WH043,Frozen Foods,FamilyChoice,100.05,63.41,20,SUP0537,115,13,700,126,574,0.0,0.0,0
PRD00226,WH021,Frozen Foods,HappyHome,643.12,424.85,16,SUP0116,269,57,787,141,646,7.142857142857143,114.28571428571429,0
PRD08934,WH016,Bakery,PureLife,209.88,157.94,5,SUP0245,41,54,2092,194,1898,0.0,0.0,0
PRD06045,WH022,Personal Care,NaturePlus,190.13,153.7,28,SUP0385,110,57,8840,2444,6396,0.0,0.0,0
PRD08673,WH049,Packaged Foods,UrbanFresh,178.65,150.65,30,SUP0444,232,67,5757,442,5315,0.0,0.0,0
PRD01339,WH024,Household,SmartChoice,348.07,275.21,5,SUP0696,92,6,4693,1647,3046,0.5714285714285714,2.8571428571428568,0
PRD09634,WH016,Beverages,FamilyChoice,536.42,387.86,5,SUP0289,91,33,9952,1337,8615,0.0,0.0,0
PRD06452,WH023,Dairy,HealthySelect,646.0,442.29,12,SUP0922,184,86,744,291,453,0.0,0.0,0
PRD06739,WH019,Fruits & Vegetables,GoldenHarvest,319.47,202.33,2,SUP0052,24,68,2632,508,2124,4.642857142857143,9.285714285714286,0
PRD08505,WH001,Bakery,ValuePlus,318.03,225.44,6,SUP0288,215,97,460,41,419,0.0,0.0,0
PRD00873,WH002,Personal Care,HappyHome,288.5,186.41,16,SUP0496,181,93,1689,644,1045,0.0,0.0,0
PRD09674,WH033,Frozen Foods,GreenHarvest,193.61,150.94,18,SUP0964,128,34,6901,534,6367,0.0,0.0,0
PRD01884,WH043,Packaged Foods,HomeEssentials,551.24,424.09,2,SUP0488,188,27,9728,2450,7278,0.7857142857142857,1.5714285714285714,0
PRD09779,WH019,Household,PrimeFoods,595.39,418.44,6,SUP0043,192,96,5639,875,4764,0.0,0.0,0
PRD00244,WH020,Household,EcoLiving,77.67,63.81,8,SUP0311,293,43,5559,890,4669,12.571428571428571,100.57142857142857,0
PRD05379,WH036,Beverages,SuperFresh,509.88,380.66,22,SUP0022,258,22,2268,638,1630,0.0,0.0,0
PRD07905,WH014,Frozen Foods,PureLife,407.19,276.32,16,SUP0357,33,66,2616,1040,1576,0.0,0.0,0
PRD04432,WH040,Cleaning Supplies,MegaStore,421.14,297.96,15,SUP0389,278,41,3819,396,3423,0.0,0.0,0
PRD09187,WH008,Dairy,PremiumSelect,272.71,188.31,4,SUP0006,124,76,5851,866,4985,0.0,0.0,0
PRD07529,WH023,Fruits & Vegetables,GoldenHarvest,681.04,499.75,8,SUP0564,71,62,5729,1961,3768,0.0,0.0,0
PRD00613,WH046,Household,EcoLiving,603.22,386.02,25,SUP0981,108,43,7719,1001,6718,0.0,0.0,0
PRD01431,WH028,Personal Care,PureHarvest,77.47,50.14,2,SUP0633,50,12,1065,392,673,0.0,0.0,0
PRD01115,WH036,Household,HappyHome,96.4,72.67,11,SUP0520,267,53,9428,1554,7874,4.214285714285714,46.35714285714286,0
PRD01816,WH002,Household,GreenHarvest,284.59,209.97,17,SUP0237,61,62,641,228,413,0.0,0.0,0
PRD08666,WH042,Personal Care,SuperFresh,312.18,269.54,6,SUP0662,247,33,2082,161,1921,6.071428571428571,36.42857142857143,0
PRD05433,WH001,Frozen Foods,MegaStore,359.84,311.6,27,SUP0180,113,36,8711,2742,5969,0.0,0.0,0
PRD03348,WH020,Packaged Foods,GoldenHarvest,395.27,307.07,8,SUP0397,30,20,2186,69,2117,0.0,0.0,0
PRD07496,WH008,Household,PureHarvest,72.44,53.51,16,SUP0245,72,29,7233,2789,4444,0.0,0.0,0
PRD09974,WH035,Packaged Foods,GreenHarvest,665.8,431.9,13,SUP0808,73,42,2345,679,1666,9.5,123.5,0
PRD04468,WH014,Beverages,SuperFresh,578.28,416.65,16,SUP0792,179,83,7516,1820,5696,3.857142857142857,61.714285714285715,0
PRD02441,WH002,Household,DailyChoice,524.7,356.19,22,SUP0581,42,15,5988,782,5206,0.0,0.0,0
PRD06558,WH018,Bakery,QuickBite,543.86,352.41,14,SUP0066,39,15,1530,56,1474,0.0,0.0,0
PRD06218,WH020,Frozen Foods,HealthySelect,261.4,170.18,25,SUP0556,144,5,8607,1445,7162,3.7857142857142856,94.64285714285714,0
PRD01475,WH015,Dairy,PureHarvest,328.04,268.14,2,SUP0671,100,50,3076,1172,1904,0.0,0.0,0
PRD04254,WH026,Bakery,HappyHome,112.58,73.89,15,SUP0789,68,84,4296,389,3907,0.0,0.0,0
PRD08390,WH012,Bakery,EcoLiving,573.67,388.23,25,SUP0058,158,57,1432,464,968,0.0,0.0,0
PRD05648,WH037,Fruits & Vegetables,QuickBite,94.28,71.43,11,SUP0017,187,94,6912,523,6389,6.285714285714286,69.14285714285714,0
